"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","본건_주소(ADDRESS)","사례번호(SRNUM)","본건_전용면적(BON_HO_AREA)","사례_주소(SR_ADDRESS)","사례_본번(SR_BUN1)","사례_부번(SR_BUN2)","사례_건물이름(SR_BLDNAME)","사례_거래년월(SR_YYYYMM)","사례_보증금(SR_DEPOSIT)","사례_월세(SR_RENT)","사례_조정_보증금(SR_MOD_DEPO)","사례_조정_월세(SR_MOD_RENT)","사례_건축연도(SR_CON_YEAR)","사례_전용면적(SR_AREA)","사례_층수(SR_FLOOR)"
"1126010200103150019","202005","11545-100195541","11500-100259873","서**별**강** **동**4**1**지**","2","48.96","서**별**강** **동**","0220","0038","G*n*g*n*1*t","202103",30000,60,5354,55,"2006",61.24,3
"1168010100106930031","202008","11305-18190","11545-44305","서**별**강** **동**7**3**지**","1","29.95","서**별**송** **동**","0026","0001","허*빌*5*-*0*","202001",5000,45,4948,50,"2015",50.94,4
"1147010100109250033","202005","11680-100214927","11470-100202310","서**별**마** **동**7**1**지**","3","63.86","서**별**강** **동**","0104","0010","대*파*타*","202002",15000,95,6336,75,"2019",51.39,6
"1174010700104900013","202105","11530-100222313","11620-100226844","서**별**금** **동**0**번**","1","51.65","서**별**구** **","0013","0144","화*빌*(*1*1*)","202103",1000,30,9304,61,"2016",29.88,2
"1121510100106470007","202009","11590-100223487","11500-100332135","서**별**양** ** **1**0**지**","1","51.84","서**별**구** **","0989","0004","타*파*빌*5*-*8*)","202009",5000,40,7009,67,"2016",50.71,1
"1154510100101500015","202002","11500-100226771","11530-100256385","서**별**마** **동**6**번**","1","55.98","서**별**양** **","0234","0001","다*펠*스*동","202010",2000,35,3794,67,"2016",29.96,2
"1132010700106080049","202104","11500-12821","11710-100520625","서**별**강** **동**6**1**지**","4","37.92","서**별**강** **동**","1219","0002","서*스*트*우*3","201907",12000,110,3322,93,"2018",86.92,3
"1138010600102190001","202103","11260-100250767","11500-165557","서**별**은** **동**0**6**","3","56.92","서**별**양** **동**","0911","0002","다*이*빌*2*3*6*)","202006",950,8,9912,89,"1987",28.7,2
"1153010800100470031","202012","11350-3823","11740-100257193","서**별**은** **동**9**6**","3","28.38","서**별**서** **동**","0100","0023","이*그*빌*4*9*2*)","202008",1000,70,5947,85,"2003",48.3,2
"1138010200101680014","202003","11710-100531443","11380-100249262","서**별**동**구**안**3**-**번**","1","79.8","서**별**중**신**","0018","0003","이*부*끄*워","201907",2000,75,2615,24,"2016",46.6,3
"1165010200102800011","202005","11110-29070","11470-100226441","서**별**강** **동**0**1**지**","1","38.73","서**별**동**구**안**","0015","0001","(*5*-*7*)","202001",2000,80,2286,54,"2016",48.4,2
"1168010100106980026","202102","11350-100182085","11215-100195910","서**별**용** **로** **-**번**","2","32.78","서**별**구** **동**","0533","0018","다*씨*아*","202006",10000,50,5615,86,"1993",28.2,3
"1162010100116500023","202104","11590-100238526","11545-22443","서**별**구** ** **3**1**","4","62.34","서**별**마** **동**","0105","0012","담*우*","201909",5000,47,1516,52,"2017",20.79,2
"1159010200101750029","202006","11545-1923","11500-75206","서**별**강** **동**9**7**","1","40.41","서**별**동** **동**","0674","0005","인*시*빌*5*3*1*)","201910",4000,40,5923,74,"2008",56.86,2
"1154510200109850018","202101","11320-4339","11500-106506","서**별**은** **동**-**번**","5","17.07","서**별**동** **동**","0656","0008","삼*렉*빌","202002",15000,55,3025,61,"2016",49.41,4
"1147010100109200002","202102","11440-100184969","11380-100231667","서**별**종** **동**7**번**","3","45.99","서**별**구** **동**","0805","0002","다*림","202104",50000,15,5127,36,"2016",48.56,2
"1121510700100170016","202008","11230-100225753","11260-100233969","서**별**강** **동**6**2**","1","29.94","서**별**송** **동**","1559","0007","은*빌*","201909",9000,60,4984,54,"1999",55.59,6
"1159010900103660064","202007","11680-16299","11380-61906","서**별**광** **동**2**5**지**","4","19.38","서**별**송** **동**","0176","0006","파*플*이*(*1*4*","202102",35000,20,6109,62,"2008",43.65,2
"1132010700106090024","202105","11440-24604","11500-100184407","서**별**강** **동**9**3**지**","2","47.53","서**별**강** **동**","0237","0011","G*n*g*n*1*t","202004",2000,60,3605,70,"2015",45.54,4
"1121510100101310003","202006","11680-2070","11590-100229130","서**별**송** **동**5**5**","3","40.3","서**별**도** **동**","0078","0015","예*팰*스*8*차*1*2*1*3*","202007",3000,20,5469,84,"2014",18.59,3
"1154510300108490009","202101","11650-100259395","11710-100519776","서**별**강** **동**6**0**지**","1","61.22","서**별**구** **동**","0029","0000","가*J*빌","202003",2000,45,5880,51,"2019",36.6,3
"1150010300103990008","202105","11215-100202602","11740-100257887","서**별**양** ** **8**8**","1","51.83","서**별**광** **동**","0229","0000","하*빌*","202104",15000,70,2269,65,"1988",29.56,4
"1171010800101150013","202005","11500-6685","11680-204256","서**별**강** **동**7**2**지**","1","41.18","서**별**용** **동**","0009","0071","단*빌*","202007",1000,30,4010,87,"2020",58.22,3
"1126010500104770005","202006","11470-100229768","11260-100232219","서**별**강** **동**3**6**","4","40.74","서**별**은** **동**","0352","0023","하*빌*","202011",14000,52,7222,76,"2013",45.49,4
"1129013800102380178","202006","11320-100204790","11380-113223","서**별**강** **동**4**9**","1","21.77","서**별**성** **동**","0383","0060","유*러*빌","202102",500,90,6675,45,"2013",77.25,3
"1144012300105190000","202004","11470-100216906","11560-100206210","서**별**은** **동**0**2**지**","3","51.63","서**별**구** **동**","0774","0001","(*1*-*8*","201910",3000,30,4393,46,"2016",29.99,5
"1138010300103310132","202006","11440-31913","11380-100245763","서**별**중** **동**5**지**","2","30.01","서**별**강** **동**","0011","0003","라*빌*지*1*9*1*)","202002",5000,30,5393,62,"2011",55.6,4
"1150010200103650007","202005","11380-39115","11740-98583","서**별**강** **동**3**2**지**","5","26.47","서**별**서** **동**","0155","0006","토*쉐*빌","202006",1000,65,5399,59,"2012",39.16,1
"1126010400102350168","202104","11230-100233984","11500-100264359","서**별**광** **동**9**1**지**","1","47.06","서**별**강** **동**","0180","0007","제*드*","202010",3000,65,6318,77,"2016",84.06,3
"1126010100104460007","202001","11680-100247549","11410-89270","서**별**은** **동**8**번**","4","29.16","서**별**강** **동**","0381","0024","금*리*빌","202010",3000,50,6436,72,"2015",52.2,3
"1138010500102140001","202006","11380-33294","11530-102747","서**별**종** **동**3**1**지**","3","51.12","서**별**강** **동**","0206","0021","선*하*츠","202002",6000,40,5607,53,"1989",36.42,4
"1171010500101660013","202104","11620-100226308","11380-100252306","서**별**마** **동**7**5**","2","59.74","서**별**양** **동**","0691","0013","C*아*체","202006",2000,70,4740,63,"2002",33.82,6
"1123010600103180009","202008","11500-22198","11710-78829","서**별**구** ** **3**1**","4","49.24","서**별**강** **동**","0322","0015","아*테*티","202106",5000,115,9091,77,"1988",28.7,5
"1159010800103790043","202012","11545-100249171","11710-81984","서**별**강** **동**1**2**지**","2","47.62","서**별**은** **동**","0657","0013","대*빌*","202103",5000,50,5647,86,"2002",51.43,3
"1174010800105240008","202006","11710-17524","11545-43403","서**별**송** **동**6**8**","5","29.3","서**별**광** **동**","0710","0055","문*","201910",20000,45,6189,142,"2002",26.55,2
"1153010700103220006","202103","11740-100258304","11260-100245276","서**별**동**구**안**3**-**지**","1","42.22","서**별**동**구**안**","0397","0031","인*빌*(*8*-*1*","202106",5000,60,7669,84,"2017",43.2,3
"1138010800100510002","202006","11710-10648","11110-100200875","서**별**성** **동**8**1**지**","4","40.47","서**별**송** **동**","0172","0063","청*와*라","202009",4000,59,4330,64,"1987",57.62,5
"1123010600103810006","202012","11320-4296","11200-100209688","서**별**은** **동**3**지**","4","160.44","서**별**동** **동**","0366","0016","아*로*","201908",1000,40,7039,54,"2014",26.59,4
"1159010300104570000","202103","11500-100195473","11710-100460898","서**별**은** **동**9**1**지**","3","28.73","서**별**중** **동**","0045","0015","쉼*빌*지*9*3*3*)","202103",2000,70,5050,50,"2009",52.48,2
"1168010600109170021","202012","11740-14518","11380-100247089","서**별**강** **동**7**1**지**","2","30.38","서**별**양** **동**","0167","0014","성*스*팰*스*1*1*1*2*1*3*)","202102",10000,85,6200,61,"2015",40.62,2
"1126010200101020022","202006","11740-100222375","11680-100236102","서**별**중** **동**0**6**지**","4","52.58","서**별**강** **동**","0026","0000","에*스*트*","202002",3000,70,4396,48,"2011",90.24,2
"1174010700104210136","202101","11740-100223392","11590-100217691","서**별**동**구**안**3**-**지**","4","60.24","서**별**서** **동**","0589","0012","하*캐*","201908",3000,20,4700,88,"2011",46.9,3
"1154510300110050000","202005","11710-100525826","11215-100229842","서**별**송** **동**0**7**","1","45.9","서**별**구** **동**","0111","0077","마*레*(*3*-*)","201910",25000,65,16313,122,"1992",36.44,5
"1153010700104940000","202103","11530-100229173","11680-100287597","서**별**강** **산**6**-**번**","1","45.04","서**별**서**구**천**","0370","0002","성*하*빌*4*0*2*)","202004",4000,40,7226,50,"2012",63.45,3
"1130510300105550016","202101","11650-100243889","11530-38831","서**별**동** **동**1**2**","3","29.74","서**별**서**구**희**","0662","0013","(*4*9*4*","202001",14000,75,6155,71,"2002",46.74,4
"1153011200100010000","202009","11230-100216433","11590-102501","서**별**강** **동**7**지**","1","15.54","서**별**마** **동**","0326","0015","기*트*빌","202105",12000,80,5244,39,"2002",60.06,2
"1138010300104470020","202010","11500-100195448","11500-100250692","서**별**금** **동**9**9**","4","25.98","서**별**송** **동**","0873","0000","라*브*","202105",2000,20,7995,67,"2016",28.5,2
"1121510100101750105","202101","11740-100229381","11710-100531369","서**별**은** **동**3**9**","2","51.92","서**별**강** **동**","0132","0059","허*그*","201911",18000,60,3560,60,"2018",34.34,1
"1168010800101360039","202012","11680-13832","11710-100499482","서**별**강** **동**5**2**지**","2","46.51","서**별**서** **동**","0593","0000","현*구*빌*","202103",3000,105,8873,65,"2016",26.64,3
"1138010800100300056","202105","11215-100227018","11230-100225039","서**별**송** **동**1**4**지**","2","52.55","서**별**강** **동**","0475","0015","금*에*스*1*3*","201910",3500,30,6357,74,"2015",45.12,2
"1123010600103930004","202006","11530-100234874","11380-100220690","서**별**구** **동**5**1**지**","2","43.54","서**별**송** **동**","0643","0001","이*빌*지","202001",13000,60,7310,68,"2016",46.59,6
"1150010300108690039","202004","11560-100255847","11530-100207818","서**별**광** **동**4**2**","2","49.84","서**별**송** **동**","0184","0001","그*빌","202012",5000,55,4842,52,"2015",32.56,2
"1130510200104690113","202006","11710-100467622","11320-100203484","서**별**양** ** **1**8**","3","41.3","서**별**영**구**평**가**","0429","0029","미*연*1*동","202102",3000,70,4693,39,"2016",28.93,3
"1171010600101030011","202006","11710-100239406","11500-100184400","서**별**서** **동**9**3**","3","40.48","서**별**도** **동**","0045","0008","(*1*-*0*","202007",3000,59,6571,39,"2013",27.8,3
"1123010400101030445","202101","11380-21833","11650-100223327","서**별**관** **동**9**7**지**","1","48.86","서**별**마** **동**","0018","0008","스*이*","201910",3000,45,5432,76,"2007",26.78,6
"1150010300103510041","202006","11545-3574","11410-100196377","서**별**서**구**희**4**1**지**","4","48.87","서**별**용** **동**","0124","0008","우*팰*스","202006",4000,70,4364,36,"2008",59.93,2
"1123010600104440001","202104","11545-18019","11470-100201908","서**별**영**구**길**9**1**지**","2","142.76","서**별**강** **동**","0609","0047","리*체","202006",15000,65,3719,69,"2016",44.82,3
"1153011000100450032","202002","11500-100196628","11530-122156","서**별**강** **동**3**7**","2","42.8","서**별**광** **동**","0135","0032","우*베*트*","202101",13000,100,4774,70,"2013",51.27,2
"1168010800100740028","202009","11470-14715","11545-34272","서**별**동** **동**0**지**","2","26.29","서**별**강** **동**","0672","0014","월*주* *동*1*-*)","202106",12000,50,5054,44,"2019",50.4,3
"1150010300100560062","202012","11380-100281335","11215-100226558","서**별**중** **동**8**8**","1","28.36","서**별**강** **동**","0329","0015","초*빌*A*B*","202105",3000,70,2568,68,"1989",26.48,2
"1171010800101180017","202012","11680-23290","11470-100227937","서**별**강** **동**1**3**","1","28.5","서**별**송** **동**","0184","0072","신*영*리*2*6","201908",14000,90,4888,39,"2002",30.07,3
"1126010100101390039","202005","11680-4046","11740-100241676","서**별**은** **동**5**8**","1","52.84","서**별**강** **동**","0047","0001","진*펠*체","202101",5000,25,5383,47,"2017",29.99,4
"1121510300100760013","202009","11680-100212527","11380-95253","서**별**금** **동**8**1**지**","1","65.99","서**별**강** **동**","0292","0007","보*스*크","202101",25000,70,4545,87,"2015",31.5,2
"1165010700105860003","202005","11380-100276795","11710-100464930","서**별**광** **동**3**5**","3","58.55","서**별**성** **동**","0326","0007","秀*r*e*V*l*","202105",0,68,9068,91,"2002",47.71,2
"1150010300107930005","202006","11380-17200","11290-100244111","서**별**관** **동**7**번**","4","51.22","서**별**송** **동**","1291","0000","꿈*지*(*8*-*1*","202009",1000,16,4441,53,"2017",22.01,3
"1126010300104560000","202004","11590-100221001","11380-92341","서**별**강** **동**7**2**지**","5","27.96","서**별**도** **동**","0403","0008","신*리*빌*","201912",13560,40,3398,117,"2012",29.82,4
"1135010600101100010","202007","11740-100258560","11590-100219967","서**별**강** **동**5**1**지**","1","29.5","서**별**송** **동**","0011","0015","샬*빌","202010",20000,74,6476,88,"2007",50.47,2
"1154510200108790008","202103","11650-100255534","11590-100222026","서**별**은** **동**1**번**","5","29.78","서**별**강** **동**","0007","0004","무*화*립*동","202001",3000,20,5923,68,"1996",39.89,2
"1153011000100070005","202003","11215-100228587","11545-49189","서**별**중** ** **8**8**","1","68.44","서**별**송** **동**","0881","0061","드*하*츠","202012",2000,50,5145,78,"2007",29.67,3
"1138010800100100054","202002","11500-100224799","11530-109223","서**별**양** ** **3**1**","2","51.1","서**별**동**구**안**","0050","0001","나*스*빌","202011",2000,80,6112,50,"2016",29.27,4
"1154510300109490000","202101","11710-24498","11530-141014","서**별**강** **동**9**2**지**","4","70.83","서**별**강** **","0505","0000","나*빌*1*7*2*)","201910",5000,90,3147,57,"2016",17.93,2
"1153010700103050028","202005","11470-100214966","11500-100197160","서**별**강** **동**1**-**지**","2","36.89","서**별**강** **동**","0059","0022","대*","202105",8000,10,6525,57,"2014",35.61,5
"1138010800100640049","202007","11680-100246956","11320-31394","서**별**구** **동**0**1**","2","46.72","서**별**서** **동**","0367","0038","(*6*-*)","202008",4000,60,5475,75,"2015",45.49,1
"1150010300110440024","202003","11500-100182524","11410-100183172","서**별**송** **동**-**지**","2","53.44","서**별**송** **동**","0287","0005","진*푸*지*","202002",13000,30,4412,61,"2017",51.39,3
"1153010700103580008","202105","11620-100244644","11680-100260235","서**별**은** **동**2**4**지**","5","67.36","서**별**강** **동**","0616","0054","씨*하*스*4*5*1*)","202004",1500,70,8645,82,"2018",52.01,2
"1154510300100030098","202103","11215-100232379","11470-100203092","서**별**광** ** **0**","3","54.83","서**별**광** **동**","1195","0032","퓨*빌*","202008",1500,50,6304,60,"2012",50.2,2
"1165010100109780006","202103","11560-100256868","11530-100212792","서**별**중** ** **9**번**","5","29.03","서**별**용** **동**","0292","0021","스*하*스","202003",7000,100,6407,52,"2017",45.54,6
"1121510500107740008","202010","11530-100215652","11470-100209454","서**별**용** **로** **-**번**","1","49.79","서**별**은** **동**","0091","0041","삼*동*3*-*7","202009",1000,80,4587,52,"2015",29.71,3
"1174010800105150004","202104","11215-100227003","11215-36193","서**별**강** **동**6**1**지**","3","39.4","서**별**송** **동**","0375","0049","힐*리*아*트*1*1*1*2*1*3*)","202004",6000,5,7363,83,"2002",44.89,2
"1168010800101700013","202105","11440-100266344","11440-114232","서**별**강** **동**7**4**","1","54.99","서**별**구** **","0191","0003","신*예*플*스","202003",21000,80,4939,74,"2014",48.33,2
"1150010300100590036","202008","11545-100243425","11440-104686","서**별**강** **동**4**2**지**","4","28.73","서**별**서**구**은**","0037","0098","(*1*-*5*","202005",2000,70,4390,39,"1994",44.21,2
"1165010100100330012","202003","11680-14932","11290-74590","서**별**광** **동**5**2**번**","5","35.15","서**별**동** **동**","0234","0000","청* *동","202001",0,60,5938,138,"2017",29.96,2
"1123010600101380061","202011","11530-1956","11710-122101","서**별**금** **동**4**1**지**","3","22.63","서**별**송** **동**","0220","0038","제*드*","201910",40000,35,3803,48,"2014",26.2,3
"1121510200102480032","202105","11710-100236917","11260-100238106","서**별**서** **동**0**2**지**","4","42.18","서**별**성** **동**","0044","0004","A*a*V*l*a*g*o","202010",2000,65,5815,58,"2020",34.11,3
"1150010300103510024","202006","11305-28743","11305-43018","서**별**도** **동**3**7**지**","5","28.81","서**별**강** **동**","0301","0016","대*","201907",7000,48,2499,64,"2001",44.06,2
"1150010200106470090","202005","11215-100216048","11680-100219814","서**별**양** ** **4**9**","3","63.72","서**별**성** **동**","0092","0001","(*2*-*)","202102",27000,5,8267,107,"2012",30.05,5
"1147010300109650004","202009","11680-14537","11650-100260126","서**별**강** **동**6**1**지**","1","38.82","서**별**송** **동**","0020","0001","(*1*-*2*","202005",5000,65,5190,47,"1987",37.44,4
"1153010900101470015","202011","11740-21466","11680-70670","서**별**중** **동**3**5**지**","4","29.87","서**별**구** **동**","0293","0011","알*타*홈","202101",2000,40,6481,55,"2006",68.34,3
"1153010900102130021","202102","11710-100516982","11440-110831","서**별**동** **동**9**2**지**","1","39.115","서**별**송** **동**","0447","0000","산*빌*동","201907",20000,37,6085,58,"2003",29.82,4
"1150010300108700060","202002","11680-100250389","11230-100216776","서**별**마** **동**5**7**","2","31.92","서**별**마** **동**","0172","0217","(*3*-*)","202106",6000,40,5567,61,"1994",57.19,7
"1144012500102000148","202012","11470-100205077","11530-109241","서**별**성** **동**0**1**번**","1","58.95","서**별**마** **동**","0136","0016","대*미*가*2*0*1*7*","201911",0,50,5709,101,"2016",29.85,2
"1141011800104100039","202001","11470-100207317","11215-100238528","서**별**구** **동**8**1**지**","2","59.81","서**별**은** **동**","0456","0007","드*팰*스","201910",4000,100,3828,82,"2008",25.64,5
"1144012500101310001","202105","11380-100212239","11650-100273518","서**별**강** **동**4**8**지**","1","42.27","서**별**강** **동**","0260","0002","우*빌*","202103",17000,85,30525,81,"2018",25.73,2
"1126010300104550000","202001","11500-100265013","11620-98997","서**별**성** **동** **-**6**","3","81.81","서**별**도** **동**","0246","0011","(*-*)","201912",10000,55,5064,49,"2016",29.94,5
"1147010200107160015","202101","11230-100231653","11260-100221676","서**별**구** **동**6**3**","1","77.31","서**별**은** **동**","0664","0137","스*이*","201908",5000,75,7671,55,"2002",33.53,6
"1147010300100680004","202007","11710-100493905","11500-100238468","서**별**마** **동**0**번**","1","29.35","서**별**은** **동**","0067","0015","시*빌*I*3*0*1*7*","202103",10000,80,6731,40,"2016",32.24,4
"1171010700101710012","202002","11410-26174","11260-100245538","서**별**강** **동**1**3**지**","2","35.75","서**별**성** **동**","0102","0029","제*드*","202002",3000,45,4431,106,"2013",158.55,2
"1171010800100940008","202007","11500-3586","11440-100184148","서**별**강** **동**3**3**지**","1","51.08","서**별**금** **동**","0124","0044","헤*티*","202001",2000,5,6709,50,"2003",57.74,4
"1159010200102990168","202011","11380-100247977","11710-100239493","서**별**중** **동**1**1**지**","5","51.47","서**별**강** **동**","0834","0036","아*리*빌*D*,*동","202008",3000,70,4211,73,"2008",34.45,4
"1165010100107680007","202010","11500-100195624","11740-100221081","서**별**은** **동**5**7**","2","55.79","서**별**마** **동**","0233","0007","한*위*스","202001",3000,50,9766,79,"1985",59.24,3
"1130510100102580554","202009","11620-24786","11380-100212245","서**별**은** **동**6**9**","3","30","서**별**관** **동**","0022","0002","코*소*","201911",2000,80,4667,48,"2016",37.17,2
"1138010400104960033","202007","11380-5675","11740-100190713","서**별**성** **동**2**1**","4","45.95","서**별**강** **동**","0558","0016","로*빌","202010",500,57,7872,72,"2016",46.98,4
"1165010200100070020","202008","11230-100225033","11260-100238482","서**별**강** **동**7**5**지**","3","37.15","서**별**금** **동**","0443","0039","선*하*츠*","202003",10000,70,22270,42,"2016",29.98,5
"1150010300103760033","202005","11710-100493894","11500-100205918","서**별**중** **동**0**5**지**","1","52.45","서**별**영**구**산**가**","0676","0050","이*트*","202001",15000,60,3602,62,"2014",93.57,2
"1138010800100390009","202003","11500-100337334","11650-100246036","서**별**강** **동**7**2**지**","2","47.52","서**별**강** **동**","0860","0002","옥*","202008",7000,10,5824,60,"2012",39.09,2
"1171011100101450021","202001","11560-100206192","11680-100278587","서**별**광** ** **2**6**","2","29.97","서**별**강** **동**","0072","0001","우*연*","202104",5000,30,6686,48,"2019",50.07,3
"1111018400101820027","202104","11710-100469422","11380-100290074","서**별**구** **동**-**지**","1","29.58","서**별**구** **동**","0105","0002","세*예*안*차","202004",13000,6,3911,45,"2002",24.15,3
"1165010200102550004","202003","11380-100273604","11380-100221111","서**별**강** **동**9**1**지**","2","20.7","서**별**광** **동**","0056","0030","금*빌","201910",29000,85,5548,90,"1999",19.24,3
"1132010700105780055","202009","11500-100267142","11590-100194340","서**별**강** ** **6**7**","1","41.65","서**별**광** **동**","0668","0001","샤*인*리*(*1*-*)","202012",21000,45,6036,66,"2012",29.96,2
"1144012000100050010","202011","11170-100216919","11350-100190724","서**별**구** **동**5**1**지**","4","16.35","서**별**광** **동**","0281","0003","(*0*5*0*","202011",12000,70,5736,67,"2015",48.84,2
"1159010700103160257","202105","11260-100252585","11680-178083","서**별**도** ** **8**4**","3","58.41","서**별**광** **동**","0150","0020","우*빌*","201909",10000,15,7889,81,"2014",35.52,4
"1154510300108340017","202104","11470-100197226","11470-115374","서**별**송** **동**7**1**지**","1","73.91","서**별**양** **","0045","0003","창*빌*","202006",2000,34,6791,99,"2014",28.47,5
"1126010100105430009","202103","11530-10369","11740-100221394","서**별**서** **동**0**6**지**","5","32.13","서**별**중** **동**","0115","0003","베*트*우*","201908",3000,70,3568,36,"1985",60.06,3
"1150010200105330009","202001","11470-100222263","11290-100211886","서**별**광** **동**5**1**번**","3","29.99","서**별**동**구**안**","0442","0006","대*하*빌","202105",2000,40,5576,66,"2015",25.02,4
"1154510200110060200","202001","11590-100223585","11530-100204205","서**별**금** **동**4**8**지**","1","49.16","서**별**강** **동**","0639","0031","미*쉐*빌","202006",3000,65,6907,136,"2014",42.97,6
"1130510100107912172","202001","11380-100309355","11110-100208116","서**별**송** **동**4**2**지**","5","80.13","서**별**강** **동**","0040","0102","월*주* *동*1*-*)","202004",5000,45,4969,64,"2017",53.9,4
"1144012000100010004","202002","11410-100212922","11740-100172602","서**별**송** **동**7**지**","1","53.44","서**별**금** **동**","0616","0037","조*빌","202001",1000,60,4195,55,"2003",21.56,2
"1138010400104350017","202005","11470-20932","11170-100218281","서**별**서**구**은**4**-**번**","1","57.18","서**별**송** **동**","0517","0015","플*워*Ⅱ","202002",200,49,7775,107,"2017",54.86,4
"1150010300101050128","202005","11530-3191","11680-100258940","서**별**금** **동**7**2**","4","41.68","서**별**구** **","0014","0003","태*타*","202104",1000,20,5288,68,"2014",59.27,2
"1147010300104200008","202103","11470-100207825","11740-69212","서**별**도** **동**5**4**","3","44.49","서**별**강** **동**","0152","0084","파*빌* *동","202005",9000,70,6772,64,"2015",42.35,5
"1171011200101180000","202002","11380-100227474","11320-24051","서**별**강** **동**5**1**지**","4","75.48","서**별**양** **","0866","0003","마*아*빌*","202104",23000,10,5424,75,"2014",75.66,4
"1150010300101050090","202004","11500-100266046","11440-108983","서**별**송** **동**1**3**","2","49.95","서**별**마** **동**","0767","0018","중*하*츠*라","202102",12000,60,5255,44,"1999",30.59,3
"1126010100101850145","202001","11590-100216018","11260-100237704","서**별**도** ** **9**","4","60.74","서**별**금** **동**","0004","0026","힐*우*(*7*-*2*","202005",5000,15,3377,81,"2012",55.61,4
"1154510300110050000","202002","11740-100220928","11650-100275382","서**별**광** **동**3**2**지**","4","45.92","서**별**성** **동**","0928","0033","E*o*V*u","201909",15000,50,5862,89,"2013",70.33,2
"1168010800101330006","202006","11740-100213657","11320-100184831","서**별**강** **동**2**번**","2","29.5","서**별**광** **동**","0003","0022","G*n*g*n*1*t","202008",12000,80,2511,37,"2018",25.82,4
"1162010300110830039","202010","11530-3178","11530-100227589","서**별**강** **동**0**6**","2","46.01","서**별**송** **동**","0136","0014","(*2*1*)","202004",1000,75,5661,41,"2014",57.19,5
"1171010800100930018","202011","11545-3548","11710-61708","서**별**강** **동**6**2**","3","34.32","서**별**강** **동**","0299","0020","(*2*5*","202006",30000,80,3683,62,"2017",29.69,2
"1153010800100810201","202007","11710-100469422","11380-100284181","서**별**동**구**안**4**번**","3","34.95","서**별**구** **동**","0378","0002","금*하*츠","202005",10000,48,5834,74,"2013",48.23,3
"1153010600100480014","202003","11650-100276376","11500-61904","서**별**구** **동**5**2**","5","42.87","서**별**서** **동**","0221","0010","태*","202005",13000,20,8456,45,"2016",24.22,6
"1132010700105850011","202103","11590-100214456","11560-118136","서**별**송** **동**2**1**지**","2","29.98","서**별**송** **동**","0094","0025","성*빌*5*","201911",10000,75,2790,35,"1991",46.6,2
"1144012400105640042","202103","11590-100228525","11215-100228724","서**별**구** **동**5**1**지**","1","29.92","서**별**동** **동**","0045","0000","쉐*빌","202012",9000,30,3593,65,"2018",44.29,3
"1150010300103300030","202006","11545-100245531","11215-100206189","서**별**용** **로** **3**","2","58.95","서**별**성** **동**","0964","0015","로*펠*스","202003",3000,35,6079,59,"2001",33.29,4
"1150010300101590017","202008","11260-100222039","11740-100178442","서**별**관** **동**7**1**번**","1","59.76","서**별**용** **동**","0068","0249","신*우*","202001",1000,35,7219,90,"2016",48.84,3
"1123010600101200008","202009","11215-100230189","11740-100247678","서**별**금** **동**9**1**지**","1","57.71","서**별**중**신**","0158","0002","엘*시*2","202103",11000,10,5038,54,"1990",27.99,2
"1174010500104070001","202003","11440-100183538","11530-41125","서**별**양** **동**6**1**지**","2","53.14","서**별**강** **동**","0808","0085","(*3*9*","202101",1000,60,3533,102,"2014",35.86,5
"1153010800101520013","202004","11290-32183","11230-108291","서**별**동** **동**7**2**지**","2","40.02","서**별**중** **동**","0864","0009","진* *클*스","201907",3000,70,4794,51,"2017",30.1,1
"1138010800100740040","202101","11260-100237772","11470-100205580","서**별**은** **동**1**1**","2","71.82","서**별**양** **","0690","0011","에*랄* *차","202103",3000,50,5635,66,"2008",48.48,4
"1121510100101750105","202006","11650-100259395","11710-100499619","서**별**강** **동**3**2**지**","4","27.7","서**별**강** **동**","0088","0012","구*아*빌*7*","202006",2000,60,4386,35,"2016",50.2,3
"1156011100104580000","202007","11680-100215950","11650-100260423","서**별**강** **동**9**5**지**","1","59.76","서**별**광** **동**","0492","0011","금*빌","202004",12000,60,6065,39,"2015",29.99,6
"1154510100107780000","202102","11110-29070","11260-100250766","서**별**양** **동**0**-**번**","1","19.74","서**별**금** **동**","0068","0050","순*린*","202006",4000,80,6975,45,"2014",86.92,2
"1156010300100940154","202007","11710-100228101","11710-100471379","서**별**은** **동**5**2**지**","1","51.15","서**별**강** **동**","0725","0060","예*","201907",5000,30,4814,28,"2018",33.49,2
"1138010300104470020","202007","11470-100208786","11260-100238321","서**별**마** **동**0**2**번**","3","24.04","서**별**성** **문**가**","0024","0052","가*빌*지","202004",9000,45,5240,200,"2019",59.99,4
"1138010600102190001","202102","11320-9114","11680-100252859","서**별**은** **동**3**번**","1","33.12","서**별**은** **동**","0477","0036","오*지*우*","202012",7000,59,6031,58,"2016",51.73,4
"1174010500102280005","202104","11530-1955","11290-100233167","서**별**서** **동**5**-**지**","4","47.45","서**별**중** **동**","0719","0192","서*풀*크*","202003",3000,60,2490,67,"2016",47.4,2
"1171010400101170016","202005","11710-23149","11260-100215523","서**별**강** **동**1**8**","1","52.2","서**별**성** **동**","0266","0011","브*뉴*","202106",29000,45,4812,43,"2008",29.75,5
