"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","주소(ADDRESS)","자치구코드(SREG)","법정동코드(SEUB)","대지구분(DAEJI)","본번(BUNJI1)","부번(BUNJI2)","경도(LNG)","위도(LAT)","건물이름(BLDNAME)","(건물)동이름(DONGNAME)","주용도코드(JYONGDO_CODE)","주용도명(JYONGDO)","대지면적(DJAREA)","건축면적(GCAREA)","건폐율(GPRATE)","연면적(YAREA)","지상연면적(JSYAREA)","용적률(YJRATE)","건물높이(HIGH)","지상_층수(JSFLOOR)","지하_층수(JHFLOOR)","세대_수(SEDECNT)","사용_승인일(SYDATE)","건축년도(BUILDYEAR)","지역지구(JYJG)","전세시세_산정_세대_수(HO_COUNT1)","월세시세_산정_세대_수(HO_COUNT2)"
"1138010400104510019","202006","11380-100289114","서**별**금** **동**0**-**","11530","10100","1","0292","0132",126.85072126142,37.5451569560044,"영*빌","","02000","공동주택",238,108.84,58.69,1334.98,673.85,145.52,13.5,4,1,11,"19910816","0","일반주거지역",8,3
"1141012000103280005","202101","11320-16609","서**별**동** **동**3**4**","11380","10800","1","0522","0035",126.919727123001,37.601763837012,"당*동*라","","02000","업무시설",301,99.6,47.11,659.27,446.31,0,13.4,2,1,10,"20120118","2002","일반주거지역",7,0
"1150010300104240063","202105","11650-6688","서**별**도** **동**1**1**","11470","10200","1","0122","0047",126.991872728746,37.545965953928,"","","02000","공동주택",217.4,131.17,59.13,773.52,593.76,206.13,14,4,1,6,"20150707","0","제2종일반주거지역",8,12
"1171010600101000008","202102","11410-100234324","서**별**노** **동**6**5**","11545","10800","1","1020","0000",126.969757882906,37.5182768629203,"중*동*스*-*","","02000","공동주택",239.1,55.77,54.28,328.92,367.42,209.03,12.9,4,0,8,"20010917","0","제2종일반주거지역",15,8
"1129013300102270083","202102","11380-16795","서**별**송** **동**0**","11740","10100","1","0366","0105",127.037300489843,37.559535720346,"","","02000","공동주택",166.2,186.21,59.59,605.68,523.7,182.98,0,4,0,10,"20020911","2002","제2종일반주거지역",12,6
"1132010500102910001","202003","11560-3230","서**별**관** **동**0**2**","11710","10100","1","0482","0007",127.026550836479,37.547172842913,"방* *레*티*","","02000","공동주택",350.6,188.18,59.05,418.59,448.68,163.17,14.2,3,1,10,"19941017","0","제2종일반주거지역",7,15
"1150010300100550015","202101","11440-24676","서**별**송** **동**4**1**","11500","14400","1","0018","0030",126.991176478429,37.549927195488,"","","02000","공동주택",166.9,126.02,0,658.95,544.05,186.44,13.3,5,1,28,"20020529","0","제2종일반주거지역",7,10
"1121510100101500201","202012","11500-100272087","서**별**중**신** **3**1**","11200","10300","1","0032","0001",126.859593906856,37.525136180612,"","","02000","공동주택",238.31,247.49,59.98,757.63,465.6,299.32,0,3,0,10,"20030220","0","준주거지역",4,8
"1154510100101490004","202103","11260-13611","서**별**관** **동**0**3**","11170","10400","1","0231","0032",127.057440378796,37.4894543669745,"","","02000","공동주택",165,161.23,59.63,362.02,247.28,99.37,11.75,6,1,8,"20110908","0","",18,6
"1138010800100640062","202008","11215-100233007","서**별**양** **동**1**1**","11680","10700","1","0038","0169",126.916804953673,37.537151847262,"","","02000","공동주택",3442.9,98.22,57.51,244.66,421.56,215.29,10.4,4,1,8,"20141226","2015","일반주거지역",6,9
"1150010300104000082","202104","11545-100235181","서**별**송** **동**-**","11170","10900","1","0648","0001",127.142045150747,37.4986716433663,"","로뎀하우스22차","02000","공동주택",172,84.44,59.48,2729.08,594.4,0,14.1,4,1,8,"20121019","2018","제2종일반주거지역",0,8
"1121510100101580018","202003","11545-10962","서**별**은** **동**0**6**","11215","10600","1","1079","0014",126.828790316329,37.607117028087,"푸*마*","","02000","공동주택",265.4,87.26,29.73,350.12,253.08,199.57,14.4,2,0,9,"20080729","0","일반주거지역",9,12
"1138010200101020009","202001","11215-27292","서**별**서**구**제**3**-**","11590","10600","1","0697","0026",127.078223061045,37.48371788344,"","","02000","공동주택",200.7,148.93,0,668.05,128.28,191.13,13.75,3,1,10,"19901128","0","제2종일반주거지역",10,11
"1130510100100940007","202010","11620-18093","서**별**금** **동**7**2**","11305","10700","1","0107","0030",126.830974217857,37.482971094556,"삼*하*빌","101동","02000","공동주택",457.3,94.56,57.85,249.36,572.84,194.25,17.6,4,0,4,"20030812","0","제2종일반주거지역",7,12
"1150010900102870010","202004","11620-100282528","서**별**강** ** **1**2**","11380","10400","1","0519","0064",126.927199544227,37.6164063378,"청*빌*","","02000","공동주택",210.5,0,59.5,401.8,659.57,220.55,11.65,5,1,10,"20030704","0","제2종일반주거지역",12,8
"1132010600101550014","202011","11500-100241564","서**별**강** **동**7**3**","11440","10300","1","0153","0485",126.81183917253,37.506528678365,"","","02000","공동주택",240.3,116.28,58.39,410.19,523.92,0,11.7,2,1,6,"20021128","0","제2종일반주거지역",8,11
"1174010900102140005","202003","11500-22385","서**별**광** **동**1**3**","11500","10300","1","0063","0024",126.905975719913,37.627341443728,"나*","","14000","공동주택",179,145.72,21.19,658.15,0,190.25,15,5,0,11,"20050516","0","제2종일반주거지역",11,15
"1138010700103490017","202104","11350-11156","서**별**마** **동**6**1**","11560","10100","1","0551","0144",126.872935516464,37.6249296310945,"살*하*스","","02000","공동주택",344,189.01,0,861.17,457.4,0,12.12,3,0,18,"19911231","2012","일반주거지역",4,8
"1117010100100300180","202009","11290-100190187","서**별**강** **동**2**3**","11590","10200","1","0677","0006",126.831923542102,37.527699614996,"","","02000","공동주택",248.5,171.88,0,564.6,652.45,241.98,15.25,4,1,16,"20131205","2002","제2종일반주거지역",8,5
"1114016200101220013","202104","11500-100218892","서**별**관** **동**0**3**","11170","10900","1","0273","0030",126.831003935963,37.63974279988,"","","02000","공동주택",323.5,175.7,0,468.6,187.6,207.89,0,2,1,7,"20010316","2008","",8,8
"1153010600100520144","202103","11620-25598","서**별**양** **동**3**2**","11380","10300","1","0376","0034",127.042033545739,37.605893721387,"스*트*","","02000","공동주택",238,648.77,50.04,808.08,202.44,0,0,3,0,10,"20021122","0","제2종일반주거지역",4,8
"1141011100103460003","202006","11500-6560","서**별**성** **동** **0**","11620","10100","1","0580","0026",126.916704345104,37.60318008007,"명*쉐*빌","","02000","공동주택",289.3,227.74,45.17,724.53,167.76,182.54,9.57,5,1,16,"20161201","2013","제1종일반주거지역",18,7
"1154510300108490022","202005","11380-18760","서**별**강** **동**2**4**","11560","10300","1","0336","0062",126.830698247226,37.6229093326727,"지* *치*","","02000","공동주택",130.44,369.77,58.43,358.56,0,0,12.7,2,0,8,"19900920","2020","제3종일반주거지역",6,10
"1165010100109200025","202104","11680-7522","서**별**관** **동**0**-**","11110","11900","1","0341","0023",126.859826618873,37.548703816351,"스*타* *차","","02000","공동주택",122,203.7,55.3,518.88,577.28,49.46,12.8,2,1,10,"19861024","2009","준주거지역",12,12
"1153010800101940007","202007","11140-21947","서**별**중** ** **4**6**","11140","12500","1","0259","0033",127.050872607858,37.611047608656,"여*의*","","02000","공동주택",326.6,149.94,0,1113.84,503.1,198.09,0,5,0,8,"19971222","0","",8,4
"1144010100106950009","202008","11410-6471","서**별**강** ** **0**3**","11545","11100","1","0877","0191",126.90717188202,37.54172066703,"","","02000","공동주택",367.16,96.03,59.89,563.07,759.94,0,0,5,0,3,"19810311","0","제1종일반주거지역",14,12
"1150010300100510020","202101","11470-100240768","서**별**광** **동**8**1**","11305","10300","1","0476","0031",127.031478842868,37.5383241909312,"조*빌","","02000","공동주택",122.3,121.91,48.39,759.6,364.2,129.7,13.1,2,0,19,"20040531","0","제2종일반주거지역",10,15
"1138010600100480108","202005","11380-100252178","서**별**강** **동**9**1**","11530","10300","1","0118","0004",126.861625010016,37.5132617959202,"","","02000","제2종근린생활시설",212,107.13,55.65,361.1,457.27,148.54,21.6,5,0,9,"20050725","0","일반주거지역",12,8
"1168010100106950021","202006","11260-13621","서**별**은** **동**2**5**","11740","10300","1","1169","0027",126.910696718274,37.586622617216,"","","02000","공동주택",155,194.6,59.73,494.78,351.97,232.09,12.3,5,0,8,"19911227","2019","",4,8
"1168010600109140012","202010","11320-13452","서**별**강** **동**0**1**","11560","10200","1","0424","0030",127.055634934996,37.5528241807325,"녹*빌*","","02000","공동주택",159.25,0,48.51,308.13,2014.2,199.37,12.8,5,0,6,"19860930","0","일반주거지역",9,4
"1144012500100580010","202007","11680-100292203","서**별**강** **동**-**6**","11380","10200","1","0526","0001",126.843421525795,37.515990950288,"","","02000","공동주택",331.5,201.01,54.92,225.84,520.6,333.45,10.5,5,1,5,"19910925","0","제2종일반주거지역",4,8
"1138010900100050039","202004","11710-21756","서**별**서**구**천**4**2**","11260","10500","1","0554","0150",127.131243599006,37.490781430038,"","","02000","공동주택",169.3,123.22,51.81,819.33,196.68,91.86,13.5,5,1,6,"20160420","0","제2종일반주거지역",6,4
"1117013100106570169","202003","11740-22171","서**별**양** **동**3**4**","11740","10100","1","0479","0135",127.069626572896,37.501820999378,"","","02000","업무시설",166,234.72,59.75,1645.03,329.17,57.47,16.4,3,0,7,"19890822","2019","",16,4
"1138010900100300014","202008","11380-100290671","서**별**중**신** **2**0**","11500","10600","1","0043","0000",127.001476582635,37.5557660312385,"T*E*B*E*S","","02000","공동주택",241.4,0,56.91,242.52,291.84,0,15.6,6,1,9,"19900822","0","제2종일반주거지역",7,2
"1135010200104790018","202104","11440-21406","서**별**관** **동**-**7**","11380","10200","1","0372","0016",127.079842013365,37.67468615679,"","","02000","공동주택",524,166.37,59.82,647.34,164.38,197.52,0,4,0,5,"19920108","2020","",15,6
"1138010300100080295","202011","11590-8774","서**별**서**구**희**1**-**","11305","10300","1","0058","0010",126.853427649308,37.5631433834637,"뜨*피*1*","","02000","공동주택",2416.5,91.56,59.5,388.47,1546.56,206.62,14.48,5,1,15,"20161122","2004","일반주거지역",10,2
"1132010800105720018","202008","11545-100213113","서**별**중** **동**9**6**","11650","10100","1","0081","0011",126.850749969104,37.4749706650908,"","","02000","공동주택",222.6,96.35,51.31,499.65,0,93.86,9.15,5,0,11,"20200828","2016","",8,8
"1144012400104870206","202001","11620-100206451","서**별**양** ** **6**6**","11620","11200","1","0017","0050",126.92127204456,37.6259351219,"우*주*","","02000","공동주택",1044,196.4,57.74,635.81,246.93,236.15,14.5,3,1,10,"19960510","2002","일반주거지역",8,8
"1132010500101370134","202003","11470-15558","서**별**마** **동**5**1**","11260","10700","1","0164","0001",127.078246700111,37.5519438573042,"동*빌*","","02000","공동주택",136.2,71.01,59.19,299.85,0,97.91,16,5,1,9,"19911031","2012","제1종일반주거지역",7,9
"1138010400102750006","202008","11530-100223145","서**별**양** **동**8**1**","11500","13300","1","0408","0001",127.049846897984,37.586808876351,"","","02000","공동주택",191.7,76.97,57.1,319.5,651.38,0,0,2,1,9,"19900901","0","",8,6
"1174010600104250007","202002","11320-4593","서**별**광** **동**6**8**","11560","10800","1","0486","0018",126.910761307271,37.51127141147,"시*빌","롯데맨션","02000","공동주택",188,0,45.88,456,591.95,201.87,13.94,4,1,8,"19920108","0","제2종일반주거지역",7,6
"1174010700104750050","202010","11590-100246613","서**별**노** **동**6**1**","11545","10100","1","0141","0000",126.832057817033,37.521892850851,"","","02000","공동주택",166.3,127.01,59.95,420.91,272.16,207.03,15.2,6,0,16,"19961206","0","",3,7
"1147010300109650014","202103","11305-100221240","서**별**송** **동**0**1**","11590","10300","1","0159","0015",126.966946755929,37.5087429947653,"","","02000","공동주택",112.67,158.34,0,345.68,918.41,338.92,13.9,6,0,10,"20080901","2013","준주거지역",10,0
"1147010300104110002","202006","11260-17096","서**별**강** **동**0**7**","11260","10300","1","0667","0366",126.862365118359,37.54407887719,"리*하*","101동","02000","공동주택",328.1,123,59.77,371.3,0,199.57,0,5,0,3,"20041102","2005","일반주거지역",7,10
"1141011800100081093","202008","11680-7232","서**별**금** **동**5**3**","11380","10800","1","0023","0007",127.082821112882,37.559359615706,"","","02000","공동주택",217.9,136.88,0,642.28,466.04,127.63,14.4,4,1,6,"20021127","2002","",4,18
"1129012000101750008","202105","11305-100220393","서**별**은** **동**4**2**","11620","11400","1","0294","0006",126.921140763204,37.553648259984,"예*음","","02000","공동주택",165,104.61,47.41,643.93,196.32,206.74,14.54,2,0,5,"19931209","0","제1종일반주거지역",11,10
"1171010100103170003","202011","11560-29655","서**별**송** **동**3**4**","11500","10100","1","0400","0000",126.854707869092,37.472851243909,"묵*빌*","","02000","공동주택",313.85,102.24,0,329.45,512.07,199.92,14.4,5,1,8,"20070906","0","일반주거지역",64,15
"1171011400103420001","202001","11500-100247112","서**별**강** **동**4**","11500","12000","1","0504","0052",127.088762468913,37.500612486402,"조*티*모*1*1*","","02000","공동주택",165.3,81.68,0,651.36,99,199.6,12.8,4,0,10,"20031128","2012","제1종일반주거지역",14,12
"1153010800101560102","202003","11650-100262294","서**별**성** **동**2**5**","11110","10700","1","0300","0162",127.042786202198,37.5111122691976,"","","02000","공동주택",822.3,132.19,59.35,232.52,595.81,193.5,15.8,4,0,8,"20050908","0","일반주거지역",13,24
"1171010500102520005","202103","11380-22180","서**별**동**구**안**9**5**","11650","10300","1","0467","0037",126.907553282506,37.486329161223,"","","02000","공동주택",254,146.28,59.86,591.54,166.08,204.79,11.5,3,1,6,"20080527","2015","제2종일반주거지역",0,4
"1132010700105280053","202101","11410-25778","서**별**중**중** **2**","11620","10600","1","0094","0001",127.118919482075,37.54890513411,"","","02000","공동주택",243.9,134.1,59.82,490.87,459.56,180.51,23.7,5,0,9,"20010921","2003","일반주거지역",6,3
"1154510200110580045","202009","11305-29183","서**별**광** **동**5**3**","11440","13800","1","0470","0003",126.866081989069,37.448517507928,"","천연훼미리에","02000","공동주택",182.5,149.05,55.09,232.36,473.98,222.05,18.7,5,0,8,"20030709","2013","제2종일반주거지역",8,3
"1153010800100190075","202007","11260-100223563","서**별**강** **동**1**2**","11650","10900","1","0193","0029",126.810373891951,37.503646052316,"","","02000","공동주택",228,136.53,49.48,601.03,235.92,197.27,12.62,4,1,10,"19850327","0","",4,12
"1121510300102250056","202011","11470-100201183","서**별**송** **동**0**1**","11710","10200","1","0030","0062",126.936637863491,37.502922516171,"","","02000","공동주택",820.7,108.42,59.79,566.31,606.78,266.68,14,4,1,8,"20110809","0","제3종일반주거지역",8,10
"1147010300100690015","202010","11710-11428","서**별**동** **동**4**2**","11380","10400","1","0060","0003",127.085307394805,37.5640549334302,"연*주*","101동","02000","공동주택",172,88.8,49.6,303.16,371.65,249.98,12.9,5,0,12,"19860929","2015","제2종일반주거지역",3,3
"1111017400105980001","202010","11215-100200183","서**별**도** **동**0**3**","11110","10700","1","0481","0010",127.006683414093,37.487783484662,"미*아*빌","","02000","공동주택",206.12,92.5,56.62,372.72,512.67,197.35,16.5,5,1,8,"20011221","0","제2종일반주거지역",0,8
"1132010600104080001","202102","11740-100216561","서**별**송** **동**4**8**","11680","10700","1","0011","0124",127.033445183575,37.58457905532,"","","02000","공동주택",586.1,120.73,44.34,801.32,368.05,89.91,14.1,5,1,11,"19930120","0","일반주거지역",12,12
"1171010800101210014","202104","11320-13525","서**별**강** **동**9**1**5**","11620","10700","1","0246","0098",126.93227703464,37.5723576420372,"예*주*","","02000","공동주택",97.33,184.78,59.66,271.55,158.4,192.46,15.5,5,0,6,"20090226","0","",8,6
"1168011800104530003","202010","11380-19003","서**별**강** **동**7**8**","11170","10300","1","0173","0005",127.040324320654,37.5357594777902,"트*스*라","","02000","공동주택",223.69,128.55,59.86,548.26,530.64,189.09,0,4,0,12,"20020131","0","일반주거지역",4,8
"1121510900103450003","202010","11215-100184789","서**별**영**구**산**가**3**1**","11305","13500","1","0318","0010",126.83487770427,37.507211657861,"","","02000","공동주택",279.9,102.05,53.76,111.19,175.84,274.38,15,4,1,8,"19861218","0","제1종일반주거지역",6,3
"1111017400106390004","202004","11350-7572","서**별**영**구**등**2**3**-**","11530","10900","1","0247","0026",127.123527837731,37.656996341638,"한*베*트*","","02000","공동주택",296.5,223.63,59.84,466.41,470.16,199.28,12.6,3,1,9,"20020827","2012","",2,12
"1130510100104500046","202101","11320-100193987","서**별**강** **동**3**3**","11590","10300","1","0264","0124",127.015957901991,37.4907618774304,"","","02000","공동주택",247.2,111.12,61.57,406.32,530.24,199.75,16.5,5,1,10,"19880114","2013","",6,4
"1130510300100560004","202103","11215-100202241","서**별**광** **동**3**","11350","10600","1","0465","0001",127.080964803875,37.476024511141,"라*하*스","","02000","공동주택",228,191.08,57.88,313.65,561.42,175.8,12.4,5,0,6,"20170223","0","일반주거지역",14,4
"1150010300104090128","202009","11620-14726","서**별**관** **동**1**8**","11740","13000","1","0562","0007",127.030610299258,37.580957624181,"","","02000","공동주택",377.5,160.08,58.72,399.71,0,0,11.7,4,1,8,"20170123","2002","",11,4
"1171010500102440024","202105","11680-4137","서**별**송** **동**5**","11740","10400","1","0384","0003",127.083316576188,37.623714778775,"","","02000","공동주택",86,265.94,51.53,126.94,294.82,199.82,11.6,3,2,6,"20091217","0","제2종일반주거지역",6,8
"1165010800114970032","202012","11140-21572","서**별**광** **동**7**","11620","10700","1","0218","0007",126.920957536284,37.553838645219,"운*맨*","","02000","공동주택",256.07,165.85,59.63,260.39,388.5,212.06,11.5,5,1,4,"20071220","0","일반주거지역",12,2
"1171010500100060013","202104","11680-100260890","서**별**도** ** **2**7**","11530","12600","1","0089","0004",126.911565717723,37.482417552512,"","B 동","02000","공동주택",470.4,121.7,59.95,437.46,481.36,164.67,12.8,5,1,9,"20130403","2015","제2종일반주거지역",5,10
"1129011400100470000","202009","11440-10572","서**별**구** **동**2**8**","11710","10200","1","0133","2736",127.025650787802,37.6002594835445,"한*아*빌","","02000","공동주택",282,61.14,0,465.95,454.48,0,12.8,4,0,6,"20151222","2017","제1종일반주거지역",29,7
"1138010300102440106","202003","11500-11146","서**별**동** **동**1**2**","11230","11100","1","0232","0372",127.103846551874,37.611562515213,"이*빌","101동","02000","공동주택",145,142.48,59.68,566.96,290.35,240.84,11.94,6,0,9,"20010922","0","제1종일반주거지역",12,6
"1153011000101220005","202012","11170-4007","서**별**관** **동**7**5**","11470","10300","1","0541","0003",126.986325146479,37.643571827562,"","","02000","공동주택",322.9,127.6,59.66,659.83,499.42,200.95,17.35,3,0,11,"20150522","0","제2종일반주거지역",14,8
"1111018300100990008","202005","11590-26915","서**별**양** **동**1**-**","11620","10200","1","0018","0329",126.926075530394,37.579651417681,"가*빌*","","02000","공동주택",119,0,50.76,657.2,307.05,203.02,16,4,0,7,"20180413","0","제2종일반주거지역",8,4
"1171010500100170003","202002","11410-26002","서**별**강** ** **8**7**","11260","10100","1","0712","0187",126.923666495411,37.6434145696317,"","","02000","공동주택",238,104.39,49.95,333.93,115.7,199.52,13.1,4,0,4,"20081217","2002","제2종일반주거지역",6,12
"1132010600107150007","202101","11440-100185372","서**별**서** **동**6**-**","11200","10500","1","0434","0002",127.084185115325,37.63235579053,"","","02000","공동주택",366.56,112.64,58.99,659.94,549.84,199.93,0,5,0,6,"20080118","2012","제2종일반주거지역",6,0
"1162010200104890005","202001","11350-14705","서**별**강** **동**1**1**","11320","10700","1","0088","0007",126.918307473928,37.5464979907756,"라*도*스","","02000","공동주택",169.3,116.96,58.18,250.56,1108.08,249.97,13.7,4,1,9,"19811231","0","",15,4
"1168011400106290000","202003","11290-100264592","서**별**성** **동**1**","11260","10600","1","0647","0017",126.914985042061,37.48148248142,"","B동","02000","공동주택",319,92.46,52.55,244.8,541.44,227.68,22.64,2,1,6,"20140611","2015","",4,8
"1147010200105320002","202012","11530-3412","서**별**송** **동**4**1**","11305","10600","1","0324","0015",127.146658528496,37.536023847618,"삼*빌*지","","02000","공동주택",241.86,83.16,59.75,249.54,282.72,182.7,13.2,3,0,8,"20020823","2002","제1종일반주거지역",7,21
"1129010300100480013","202008","11320-4672","서**별**마** **동**3**2**","11590","10100","1","0794","0087",127.090667747527,37.61972382107,"남*빌","","02000","공동주택",654.84,131.4,55.03,557.6,377.36,199.37,13.6,5,1,8,"19980115","0","",8,14
"1126010100112510004","202005","11440-27374","서**별**중** **동**2**3**","11350","10200","1","0635","0011",126.98430375366,37.5336185231313,"","","02000","공동주택",191.97,116.61,59.36,651.09,162.7,191.04,0,6,1,12,"19761227","0","일반주거지역",7,8
"1162010100100410889","202007","11410-100228886","서**별**도** **동**0**6**","11380","10400","1","0117","0017",126.978721630794,37.603382636554,"동* *우*","","02000","공동주택",182,192.4,59.36,658.18,1566.48,0,4.4,5,0,3,"20111010","0","제2종일반주거지역",8,6
"1150010300100730016","202009","11530-6840","서**별**동** **동**0**4**","11530","11100","1","0649","0086",127.09493474301,37.5399450377659,"","","02000","공동주택",346,141.23,46.2,240.66,511.68,0,12.6,5,0,10,"19950731","0","도시지역",9,13
"1150010300108610028","202002","11740-19759","서**별**송** **동**0**2**","11350","10100","1","0244","0002",126.917867849863,37.49534943278,"","","02000","공동주택",2100.8,180.12,59.42,1407.64,640.48,197.88,15.8,5,1,9,"19871113","2003","",8,6
"1121510300102240025","202102","11710-18946","서**별**서** **동**9**2**","11740","10100","1","0131","0009",127.086734727067,37.514197260351,"신*자*빌","","02000","공동주택",238.5,153.21,56.8,658,341.37,194.87,0,6,1,6,"20020821","2007","일반주거지역",8,10
"1141012000103270043","202009","11380-28747","서**별**도** **동**0**3**","11740","10100","1","0181","0001",126.854077295464,37.5083198547935,"하*리*빌","","02000","공동주택",241,218.62,49.38,401.98,494.46,175.66,17.15,4,0,24,"20141029","2002","",6,8
"1171010800101390019","202002","11530-11967","서**별**양** ** **5**6**","11305","11100","1","0414","0671",126.911108596351,37.516019392097,"","","02000","공동주택",214.3,147.11,40.71,196.1,787.54,262.93,18,5,0,8,"20110922","2009","제2종일반주거지역",4,8
"1168010500100900002","202006","11710-17810","서**별**동** **진**3**-**","11530","11600","1","0205","0000",127.072343441382,37.493201706192,"미*빌*","","02000","공동주택",444.6,398.32,59.95,528.49,659.95,214.81,0,5,0,8,"19860926","2015","제2종일반주거지역",8,16
"1121510300106490004","202006","11470-100183987","서**별**용** **동** **-**","11650","12200","1","0084","0010",126.908978000172,37.622854646009,"","","02000","공동주택",190.73,121.98,57.13,401.1,752.73,186.29,11.1,5,1,16,"19910615","0","일반주거지역",8,1
"1153010200105350003","202101","11260-14016","서**별**서** **동**8**3**","11680","10600","1","0417","0032",127.058089883604,37.493766554845,".","","02000","공동주택",169,115.83,59.98,1426.33,402.08,195.71,14.6,3,0,18,"19851017","2001","제2종일반주거지역",8,3
"1147010200102310187","202004","11215-100249470","서**별**강** **동**2**7**","11470","10600","1","0605","0001",126.908707226523,37.489202847157,"","방우주택","02000","공동주택",168.32,74.53,0,511.45,453.65,226.65,13,5,1,6,"19971129","2014","제2종일반주거지역",6,12
"1159010100102210108","202006","11500-22631","서**별**은** **동**7**5**","11500","10300","1","0978","0003",127.026644470531,37.583159109701,"현*빌*지","성진빌라트","02000","공동주택",323.9,160.56,0,659.79,519.45,200.38,13.25,2,0,8,"20031218","0","제2종일반주거지역",6,10
"1123010600104050006","202010","11380-100224089","서**별**강** **동**4**2**","11650","10500","1","0346","0002",126.862805474723,37.5361143086814,"","","02000","공동주택",254,125.42,59.98,587.83,747.7,142.89,0,3,2,18,"20120620","0","일반주거지역",8,12
"1150010600106510003","202005","11380-100190910","서**별**서**구**제**3**-**","11140","10100","1","0052","0017",126.990654902617,37.6615386309671,"","","02000","공동주택",290.02,199.3,59.45,708.57,659.85,231.14,13.1,5,0,12,"20111013","2012","제2종일반주거지역",5,4
"1130510100100080156","202101","11590-20112","서**별**도** **동**8**0**","11230","10900","1","0026","0018",126.938350877584,37.606042954217,"소*빌*","","02000","공동주택",366.2,128.34,59.57,242.5,243.68,211.65,0,4,1,12,"20120403","2020","일반주거지역",8,8
"1138010400102810200","202105","11650-100250694","서**별**성** **동** **6**","11650","10300","1","0005","0067",127.06974087451,37.628528666497,"","B동","02000","공동주택",178.5,68.25,56.86,209.07,626.28,183.5,12.8,5,0,5,"19900927","2019","제3종일반주거지역",10,8
"1162010200116290093","202104","11380-100242666","서**별**강** **동**0**-**","11545","10300","1","0193","0069",127.017044554107,37.477037920123,"연*주*(*세*)","","02000","공동주택",4882,228.4,54.76,917.98,578.18,0,12.8,2,1,3,"20030806","0","제2종일반주거지역",6,0
"1144012300100570315","202103","11110-10086","서**별**종** **동**7**1**","11440","10100","1","0519","0007",126.913411944943,37.6080654678851,"","성은맨션 가동","02000","공동주택",182,131.58,51.75,286.4,535.9,0,11.75,3,0,10,"19920728","2012","제1종일반주거지역",12,7
"1162010100107150085","202002","11230-100257428","서**별**강** **동**9**9**","11680","10700","1","0061","0009",126.910353566757,37.5850641727998,"","","02000","공동주택",270.43,154.65,59.67,369.43,376.35,233.17,7.8,5,0,8,"20031020","2017","일반주거지역",8,7
"1138010800100690005","202010","11710-6045","서**별**강** **동**9**4**","11710","13400","1","0039","0261",126.909231880575,37.54035892839,"","","02000","공동주택",612.5,118.72,58.33,568.44,335.31,198.29,0,5,1,19,"20031203","2005","일반주거지역",10,8
"1162010200114200020","202011","11740-18908","서**별**관** **동**2**8**","11710","10300","1","0472","0005",126.925423756366,37.493197637548,"대*방*협*신*","요진빌라","02000","공동주택",280.2,285.86,0,1280.73,8667.43,158.48,14.2,4,1,7,"20040409","2006","제2종일반주거지역",7,4
"1153010900101780029","202105","11230-100225915","서**별**노** **동**0**-**","11590","10100","1","0261","0002",126.833011756134,37.621194817577,"","3동","02000","공동주택",91.05,61.18,0,580.2,958.23,235.31,14.3,2,1,4,"20030915","0","",8,8
"1171010700101480006","202011","11305-28450","서**별**송** **동**7**2**","11590","10200","1","0456","0000",126.983418384582,37.532592007936,"","","14000","공동주택",251.7,118.19,59.85,720,343.92,134.44,12.63,4,0,18,"20180413","2009","",10,3
"1132010500104600090","202001","11350-100189334","서**별**강** **동**0**-**","11500","11600","1","0212","0012",127.039914739967,37.5775914474749,"","","02000","공동주택",245,142.87,48.05,658.56,539.54,233.21,0,4,1,10,"19790605","2010","일반주거지역",8,8
"1153010200104860071","202008","11380-100209485","서**별**은** **동**4**1**","11440","10100","1","0904","0024",127.043685479853,37.5807244075864,"","","02000","공동주택",273.4,112.81,59.98,2235.6,495.65,53.98,14.3,6,0,8,"20031017","0","제2종일반주거지역",0,8
"1144010800100360015","202009","11440-100261883","서**별**서**구**가** **8**","11170","10100","1","0110","0040",126.866106796842,37.547973474154,"더*우*빌","","02000","공동주택",221.1,178.39,49.93,423.86,299.68,155.76,14.7,2,1,11,"19970501","0","",4,0
"1129010900101720002","202003","11320-100212874","서**별**강** **동**1**1**","11500","10200","1","0187","0035",126.868782750131,37.670963319209,"그*드*운","","02000","공동주택",431.8,92.23,59.59,224.04,466.03,199.75,0,6,1,7,"19931215","2011","",14,8
"1141011800101980002","202002","11680-14208","서**별**송** **동**8**1**","11440","10600","1","0353","0002",126.908001510119,37.494565598315,"샤*빌*차","가동","02000","공동주택",1210,142.46,59.93,519.77,446.94,194.39,13.2,5,2,20,"20170119","2007","일반주거지역",8,4
"1121510500102310008","202007","11170-17944","서**별**서** **동**0**8**","11440","10600","1","0089","0006",126.919982510555,37.4779724352452,"재*빌*","","02000","공동주택",156,216.28,57.18,143.66,745.87,179.89,14.05,4,1,6,"19920829","2008","제2종일반주거지역",11,11
"1150010300107960013","202010","11590-100235428","서**별**강** **동**9**2**1**","11440","10200","1","0306","0010",127.028813975646,37.50218270892,"거*리*시","","02000","공동주택",298.8,159.16,50.62,947.38,179.01,0,12.41,3,1,10,"20030304","2002","일반주거지역",10,2
"1132010800105730020","202005","11200-100203074","서**별**마** **동**4**7**","11500","10100","1","0204","0012",126.924417495211,37.627627452522,"","","02000","공동주택",197.2,114.86,56.37,534.2,618.42,228.48,14,4,1,8,"19931123","0","",16,19
