"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","주소(ADDRESS)","자치구코드(SREG)","법정동코드(SEUB)","대지구분(DAEJI)","본번(BUNJI1)","부번(BUNJI2)","건물이름(BLDNAME)","건물(동)이름(DONGNAME)","지상지하구분(FLOORTYPE)","층_번호(FLOORNUMBER)","호_이름(HONAME)","건물골조(GUJONAME)","지붕구조(ROOFNAME)","전용면적(JYAREA)","공용면적(GYAREA)","전세시세유무(HAVE_SISE1)","월세시세유무(HAVE_SISE2)"
"1159010700101750050","202003","11290-39470","11650-100280868","서**별**마** **동**5**1**","11650","10100","1","0021","0021","더*하*스","",20,1,"602","철근콘크리트구조","(철근)콘크리트",56.98,8.5,1,1
"1129011100100550000","202103","11710-23530","11230-100226261","서**별**노** **동**7**","11545","10700","1","0481","0333","","",20,4,"307","벽돌구조","(철근)콘크리트",71.84,5.15,1,1
"1171011300100310002","202003","11380-10882","11260-100202684","서**별**강** **동**2**8**","11380","12500","1","0064","0036","차*스*이*","",20,3,"304","철근콘크리트구조","(철근)콘크리트",29.8,6.69,1,0
"1132010500106680010","202008","11470-19301","11380-100308671","서**별**강** **동**7**","11470","11100","1","0002","0014","중*하*츠*","",20,4,"203","철근콘크리트구조","(철근)콘크리트",60.71,5.11,1,0
"1111017500101780135","202009","11170-18137","11590-79875","서**별**강** **동**5**2**","11710","10700","1","0008","0013","","",20,2,"504","벽돌구조","(철근)콘크리트",73.16,8.9,1,1
"1174010900102140047","202006","11545-100242991","11380-81337","서**별**광** **동**4**6**","11350","10300","1","0110","0012","","",20,5,"102","철근콘크리트구조","(철근)콘크리트",65.46,7.1,1,1
"1132010700104480030","202103","11710-18416","11710-61494","서**별**동** **동**4**4**","11710","11800","1","0228","0053","","TIMHOUSE",20,3,"203","철근콘크리트구조","(철근)콘크리트",83.65,4.52,1,1
"1126010500104360022","202009","11440-100225754","11590-100195074","서**별**송** **동**-**","11290","10300","1","0093","0010","석*스*이*리*","",20,5,"401","철근콘크리트구조","(철근)콘크리트",63.42,,1,1
"1162010200104080024","202007","11380-18812","11410-91223","서**별**마** **동**4**1**","11560","10300","1","0670","0002","석*빌*","",20,2,"401","철근콘크리트구조","(철근)콘크리트",73.82,4.44,1,1
"1141011100101360001","202101","11440-100220636","11305-73045","서**별**영**구**림**1**2**2**","11530","10700","1","0138","0055","","",20,2,"205","철근콘크리트구조","(철근)콘크리트",49.87,6.48,1,1
"1138010800100680027","202012","11620-10580","11545-100208347","서**별**동**구**경**2**-**6**","11470","10300","1","0360","0000","","",20,2,"302","철근콘크리트구조","(철근)콘크리트",29.94,8.98,0,0
"1138010200101400003","202005","11710-100531203","11380-69794","서**별**양** ** **6**0**","11470","10800","1","0255","0005","","",20,3,"602","철근콘크리트구조","(철근)콘크리트",23.22,9.42,1,0
"1171010500100020013","202007","11215-8066","11215-100208183","서**별**강** **동**1**4**","11740","10300","1","0954","0011","행*한*","해피하우스",20,3,"301","철근콘크리트구조","(철근)콘크리트",59.8,9.9,1,1
"1174010600100310003","202009","11680-100251450","11440-112890","서**별**강** **동**0**1**","11440","10700","1","0137","0035","삼*하*츠*","",20,-1,"202","철근콘크리트구조","(철근)콘크리트",63.79,5.08,1,1
"1159010200100540026","202003","11545-10627","11500-109477","서**별**동** **방**3**-**","11170","10500","1","0509","0003","현*연*","",20,3,"101","철근콘크리트구조","(철근)콘크리트",55.44,5.48,1,1
"1126010200101220079","202102","11215-8439","11200-100228547","서**별**양** **동**2**-**","11170","10900","1","0011","0193","","",20,-1,"504","철근콘크리트구조","(철근)콘크리트",23.1,3.98,1,0
"1150010300101020371","202105","11620-100213180","11740-100230366","서**별**은** **동**-**","11350","10300","1","0432","0012","한*빌*","",20,1,"101","벽돌구조","(철근)콘크리트",33.09,50.76,1,1
"1120012200101550003","202102","11170-1963","11380-100265230","서**별**중**신** **4**8**","11200","10200","1","0384","0538","동*훼*리*","",20,-1,"402","철근콘크리트구조","(철근)콘크리트",71.78,3.82,1,1
"1135010500111220009","202102","11470-100223847","11545-100190179","서**별**성** **동**0**1**","11440","10500","1","0952","0156","","가산쉐르빌",20,4,"501","철근콘크리트구조","(철근)콘크리트",57.72,6.98,1,1
"1121510500106120048","202102","11590-100213547","11260-75131","서**별**은** **동**0**7**","11545","10400","1","0498","0093","화*동*인*택","A동",20,4,"301","철근콘크리트구조","(철근)콘크리트",46.13,6.81,0,1
"1156012700100780003","202008","11740-13992","11320-65529","서**별**마** **동**7**3**","11305","10800","1","0073","0004","","드림빌",20,3,"403","철근콘크리트구조","(철근)콘크리트",52.53,,1,1
"1150010300110380017","202007","11305-14279","11230-86062","서**별**도** **동**5**5**","11590","12300","1","0967","0004","","",10,-1,"B101","철근콘크리트구조","(철근)콘크리트",40.95,7.11,0,1
"1126010100106160020","202006","11470-16335","11440-37962","서**별**강** **동**6**2**","11590","10700","1","0148","0001","L*e*s* *차","",20,4,"402","철근콘크리트구조","(철근)콘크리트",39.74,13.36,1,1
"1171010700100750002","202009","11470-100198845","11650-100219525","서**별**양** **동**9**","11380","13300","1","0258","0008","","",20,3,"401","철근콘크리트구조","(철근)콘크리트",36.18,6.35,1,1
"1150010300104590022","202010","11545-100238271","11740-74342","서**별**송** **동**3**4**","11215","11000","1","0265","0027","더*반","",20,3,"201","철근콘크리트구조","(철근)콘크리트",45.92,4.44,1,1
"1132010500104600015","202006","11440-100199627","11140-100192330","서**별**영**구**길**1**4**","11410","11700","1","0005","0033","대*동*다*대*택","",20,2,"301","벽돌구조","(철근)콘크리트",59.15,4.63,0,0
"1138010800102280003","202012","11500-100225252","11290-100186718","서**별**광** **동**7**1**","11560","10500","1","0181","0015","","",20,2,"401","벽돌구조","(철근)콘크리트",44.7,11.33,1,1
"1132010600105650006","202105","11350-100188954","11590-78933","서**별**동** **1**3**-**","11710","13900","1","0180","0033","","102동",20,2,"403","철근콘크리트구조","(철근)콘크리트",59.88,4.68,1,1
"1130510300104680050","202008","11710-23819","11620-97392","서**별**서**구**은**3**","11380","10100","1","0180","0039","","",20,4,"301","철근콘크리트구조","(철근)콘크리트",31.6,7.77,0,1
"1150010100102670001","202012","11710-7653","11215-32213","서**별**은** **동**7**3**","11620","10800","1","0932","0002","","",20,2,"101","벽돌구조","(철근)콘크리트",55.75,8.25,1,1
"1132010600107020005","202010","11500-27088","11710-100505442","서**별**광** **동**4**","11380","10600","1","0509","0000","C*e*-*1","1동",20,5,"302","철근콘크리트구조","(철근)콘크리트",38.65,6.91,1,1
"1138010700106760002","202105","11560-100230054","11500-100328562","서**별**광** **동**7**2**","11620","10800","1","0461","0007","","",20,-1,"601","철근콘크리트구조","(철근)콘크리트",49.09,10.85,1,1
"1130510300102690027","202003","11320-100182408","11440-100273525","서**별**송** **동**4**1**","11305","10200","1","0012","0057","아*나*리*","",20,3,"101","벽돌구조","(철근)콘크리트",36.98,10.08,1,1
"1120011100113440025","202010","11710-3762","11500-91237","서**별**광** **동**0**1**","11380","10200","1","0437","0246","알*인*우*","",20,5,"102","벽돌구조","(철근)콘크리트",84.69,4.15,0,1
"1165010200103180005","202010","11710-100554822","11500-100263044","서**별**동** **방**3**-**2**","11320","10400","1","0410","0357","","",20,1,"103","철근콘크리트구조","(철근)콘크리트",37.73,7.03,1,0
"1123010300101780000","202105","11380-100227474","11710-100528099","서**별**송** **동**7**2**","11680","12300","1","0454","0019","","B동",20,-1,"401","철근콘크리트구조","(철근)콘크리트",55.79,24.09,1,0
"1150010300101640006","202011","11440-21437","11500-100274466","서**별**성** **동**4**4**","11305","10100","1","0310","0024","","",20,2,"304","철근콘크리트구조","(철근)콘크리트",59.23,,1,1
"1138010700105890032","202002","11710-100244647","11710-113994","서**별**송** **동**0**2**","11380","10100","1","0221","0003","천*역*아*채*","",20,2,"402","철근콘크리트구조","(철근)콘크리트",29.68,30.67,1,1
"1168010800100240004","202104","11650-100243219","11740-100198600","서**별**금** **동**7**1**","11590","10100","1","0258","0044","베*트*","",20,1,"202","철근콘크리트구조","(철근)콘크리트",74.73,5.02,1,0
"1165010100107670014","202010","11290-39702","11290-127959","서**별**동** **동**3**3**","11260","10300","1","0001","0581","","",20,2,"202","벽돌구조","(철근)콘크리트",29.94,,1,1
"1150010200106540041","202003","11590-23117","11680-133907","서**별**강** **동**3**9**","11320","10400","1","0265","0062","","",20,5,"301","철근콘크리트구조","(철근)콘크리트",33.44,11.71,1,1
"1120011500102680002","202103","11380-100266908","11320-100219416","서**별**성** **동** **6**","11545","10300","1","0376","0018","더*르*온","",20,4,"201","철근콘크리트구조","(철근)콘크리트",42.23,7.18,1,1
"1150010300103690021","202012","11470-20259","11230-73727","서**별**양** ** **8**3**","11260","10100","1","0019","0009","F*A*C*프*)","A동",20,2,"301","철근콘크리트구조","(철근)콘크리트",63.03,43.73,1,1
"1153010300101340082","202102","11230-100210273","11200-56902","서**별**양** **동**2**1**","11380","12200","1","0112","0118","","",20,1,"501","철근콘크리트구조","(철근)콘크리트",31.46,31.4,0,1
"1150010300111330002","202012","11410-17241","11710-84308","서**별**중** **동**1**7**","11440","10500","1","0234","0013","","",10,5,"201","철근콘크리트구조","(철근)콘크리트",52.57,5.33,0,1
"1117013100107230023","202006","11410-100228897","11650-100228504","서**별**서** **동**7**6**","11470","10800","1","0145","0042","파*뷰","",20,-1,"501","철근콘크리트구조","(철근)콘크리트",19.45,6.42,0,1
"1165010100109320028","202104","11680-2824","11710-100455450","서**별**양** **동**3**2**","11140","10300","1","0150","0028","가*","",20,2,"401","철근콘크리트구조","(철근)콘크리트",34.06,12.45,1,1
"1150010900106450017","202104","11470-19955","11350-44437","서**별**구** **동**5**8**","11710","10600","1","0194","0035","하*채","",20,3,"402","철근콘크리트구조","(철근)콘크리트",59.83,9.7,1,1
"1165010800115580017","202002","11305-100211621","11545-100229178","서**별**강** **동**9**3**","11410","10100","1","0335","0054","보*리*빌","",20,2,"101","철근콘크리트구조","(철근)콘크리트",59.32,12.48,1,1
"1117010400100220000","202002","11290-28217","11710-100527356","서**별**강** **동**3**","11260","10300","1","0012","0099","","2동",20,2,"305","철근콘크리트구조","(철근)콘크리트",42.25,,1,1
"1130510100101250006","202101","11710-23850","11620-100221503","서**별**관** **동**1**0**","11710","10500","1","0028","0006","T*e*H*r*a*","",20,3,"402","철근콘크리트구조","(철근)콘크리트",67.32,7.9,1,0
"1171010500102730009","202102","11290-100232595","11470-66170","서**별**서** **동**6**-**","11215","10100","1","0001","0461","동*엘*트","",20,5,"502","철근콘크리트구조","(철근)콘크리트",84.91,12.14,1,0
"1130510300104720274","202006","11545-12739","11620-100273657","서**별**중** **동**2**6**","11290","10700","1","0228","0005","현*빌*","",20,4,"501","철근콘크리트구조","기타지붕",16.52,8.42,1,1
"1132010500101380110","202003","11380-22209","11740-100244416","서**별**중** **동**7**3**","11545","10700","1","0585","0005","","",20,2,"103","철근콘크리트구조","(철근)콘크리트",15.89,2.55,1,1
"1144011500103370015","202104","11305-29438","11215-27534","서**별**종** **동**6**8**","11590","10300","1","0258","0035","성*세*트*A","",20,2,"201","철근콘크리트구조","(철근)콘크리트",40.33,8.21,1,1
"1150010300103400023","202009","11500-100274042","11500-106771","서**별**양** **동**5**","11500","10700","1","0475","0003","","",20,5,"802","벽돌구조","(철근)콘크리트",27.32,6.6,1,1
"1144012300100570429","202002","11680-8793","11710-100508827","서**별**강** **동**6**3**","11320","10200","1","0441","0007","","2동",20,2,"302","철근콘크리트구조","(철근)콘크리트",45.9,11.82,1,1
"1130510200104660001","202103","11680-9218","11230-100257803","서**별**은** **동**0**1**","11260","10800","1","0006","0014","","",20,4,"301","철근콘크리트구조","(철근)콘크리트",71.82,6.72,0,1
"1159010800104010018","202006","11680-20312","11380-41055","서**별**광** **동**8**2**","11500","10300","1","0566","0078","","",20,1,"401","철근콘크리트구조","기타지붕",78.42,8.73,1,0
"1121510100102200082","202007","11650-10936","11200-41106","서**별**송** **동**4**","11380","10200","1","0137","0056","로*빌","",20,5,"301","철근콘크리트구조","(철근)콘크리트",15.72,8.89,1,1
"1150010200105240013","202102","11215-100200001","11710-57867","서**별**금** **동**7**1**","11290","10300","1","0618","0000","","",20,4,"501","철근콘크리트구조","(철근)콘크리트",74.85,4.84,1,1
"1123010600101300018","202003","11710-100478435","11710-158151","서**별**금** **동**0**1**","11530","10700","1","0130","0028","세*에*그*","",20,4,"401","철근콘크리트구조","(철근)콘크리트",48.21,7.53,0,1
"1126010100101420009","202003","11680-17474","11230-98862","서**별**구** **봉**1**-**","11410","10800","1","0319","0022","","101동",20,2,"703","철근콘크리트구조","(철근)콘크리트",42.94,7.49,1,1
"1129013900103320056","202005","11590-25996","11410-31985","서**별**서**구**신**1**-**","11305","10200","1","0125","0054","뚝*리*빌*차","",20,5,"302","철근콘크리트구조","(철근)콘크리트",45.73,8.79,1,1
"1174010900101670120","202102","11500-100282551","11215-100216003","서**별**강** **동**9**7**","11260","10300","1","0124","0019","","",20,4,"201","벽돌구조","(철근)콘크리트",21.71,25.03,1,1
"1130510100107911739","202103","11470-5135","11530-100218125","서**별**은** **동**3**2**","11200","10500","1","0251","0002","","101동",20,5,"301","철근콘크리트구조","(철근)콘크리트",17.54,5.06,1,1
"1114016200104321941","202002","11650-10257","11500-100336857","서**별**은** **동**2**1**","11215","10100","1","0209","0093","","",20,3,"103","철근콘크리트구조","(철근)콘크리트",43.88,9.73,0,1
"1156013200102050149","202105","11410-100225582","11710-100501918","서**별**강** **동**9**3**","11470","16200","1","0230","0009","","",20,3,"202","철근콘크리트구조","(철근)콘크리트",33.78,,0,1
"1138010800100770008","202012","11170-100223379","11320-100220975","서**별**송** **동**2**5**","11680","10500","1","0037","0031","인*빌*","",20,5,"206","철근콘크리트구조","(철근)콘크리트",73.78,2.7,1,1
"1171011400103090003","202012","11470-100203765","11230-100234039","서**별**동** **동**0**3**","11290","10200","1","0335","0348","태*빌","",20,2,"201","철근콘크리트구조","(철근)콘크리트",41.87,5.41,1,1
"1132010500102730014","202007","11290-100193468","11530-100196914","서**별**성** **동**6**8**","11680","10100","1","0636","0005","더*예*","",20,4,"201","철근콘크리트구조","(철근)콘크리트",26.1,4.11,1,1
"1162010100100410134","202103","11590-100233086","11470-100216826","서**별**강** **동**4**1**","11470","11200","1","0342","0021","이*스*이*","",20,5,"503","철근콘크리트구조","(철근)콘크리트",28.8,7.48,1,1
"1165010100108670015","202002","11215-8484","11290-100227757","서**별**도** ** **2**8**","11545","13000","1","0232","0007","","",20,3,"202","철골콘크리트구조","(철근)콘크리트",50.4,7.58,1,1
"1165010800115490002","202101","11740-100246155","11710-100246237","서**별**중** **동**4**5**","11710","10800","1","0091","0009","","A동",20,4,"201","철근콘크리트구조","(철근)콘크리트",27.64,9.126,1,1
"1121510300105920039","202012","11500-100334369","11740-73093","서**별**노** **동**1**-**","11260","10800","1","0568","0131","폴*리*","",20,-1,"401","철근콘크리트구조","(철근)콘크리트",26.37,16.25,1,1
"1144010400101960001","202008","11545-15845","11290-126423","서**별**동**구**기**6**-**","11230","10500","1","0275","0004","행*오*스*","",20,2,"307","철근콘크리트구조","(철근)콘크리트",64.34,6.535,1,0
"1162010200114610007","202011","11710-100522982","11410-88477","서**별**금** **동**3**1**","11230","10100","1","0392","0316","","",20,4,"201","철근콘크리트구조","(철근)콘크리트",59.07,4.85,1,0
"1121510900101170039","202103","11500-17938","11500-164963","서**별**강** **동**2**3**","11620","10300","1","0210","0093","동*파*빌*","리버빌러티",20,2,"302","철근콘크리트구조","(철근)콘크리트",44.55,7.49,1,1
"1132010600107370000","202101","11620-15705","11710-100535828","서**별**영**구**평**가**5**3**","11500","10500","1","0016","0000","에*케*이*그*빌","",20,4,"303","철근콘크리트구조","(철근)콘크리트",47.52,5.34,1,1
"1162010200106100377","202101","11170-23047","11260-31859","서**별**금** **동**9**3**","11650","14400","1","0280","0011","강*리*빌*리","",20,3,"502","철근콘크리트구조","(철근)콘크리트",43.18,14.12,1,1
"1154510100102380038","202009","11215-100213282","11590-57331","서**별**관** **동**3**2**","11290","10100","1","0013","0027","","",20,2,"303","철근콘크리트구조","(철근)콘크리트",38.58,20.85,1,1
"1171011300100010015","202001","11305-100212444","11440-100205733","서**별**광** **동**3**1**","11710","10600","1","0246","0033","","",20,2,"302","철근콘크리트구조","(철근)콘크리트",59.81,136.387,1,1
"1159010700103030013","202003","11215-20449","11215-100207472","서**별**은** **동**1**3**","11500","10200","1","0257","0025","","",20,1,"104","철근콘크리트구조","(철근)콘크리트",14.49,25.69,1,1
"1147010300100980026","202105","11290-100250587","11290-121882","서**별**송** **동**0**8**","11710","10200","1","0443","0047","한*빌*트","D동",20,7,"302","철근콘크리트구조","(철근)콘크리트",60,5.88,1,1
"1117011100101210039","202006","11320-100198374","11110-100196808","서**별**관** **동**0**2**","11170","10100","1","0689","0007","","MY",20,8,"301","철근콘크리트구조","(철근)콘크리트",57.12,5.3,1,1
"1117010100100430016","202007","11620-22265","11305-38691","서**별**강** **동**6**9**","11260","10400","1","0157","0240","","",20,1,"604","철근콘크리트구조","(철근)콘크리트",80.21,5.46,0,0
"1150010300101050255","202010","11650-13881","11380-100244308","서**별**송** **동**-**","11215","10800","1","0206","0008","","",20,5,"504","철근콘크리트구조","슬레이트",64.63,27.37,0,1
"1150010300109790005","202001","11170-24359","11710-62612","서**별**동**구**농**5**-**","11710","10500","1","0483","0021","빌*하*니","",20,5,"102","철근콘크리트구조","(철근)콘크리트",58.64,7.91,1,1
"1174010900100530007","202101","11440-24330","11305-100196718","서**별**종** **동**0**7**","11740","10100","1","0677","0105","","",20,3,"101","철근콘크리트구조","(철근)콘크리트",54.09,13.29,1,1
"1162010200115740027","202006","11110-1985","11170-70332","서**별**도** ** **5**1**","11215","10800","1","0365","0005","허*빌","비스킷",20,6,"302","철근콘크리트구조","(철근)콘크리트",26.44,12.2,1,1
"1135010500101360047","202105","11380-100277914","11740-74888","서**별**중** **동**1**3**","11350","10100","1","0211","0027","","",20,2,"106","철근콘크리트구조","(철근)콘크리트",52.29,6.49,1,1
"1130510300104860002","202105","11380-17395","11440-97248","서**별**양** **동**4**1**","11110","12300","1","0237","0002","하*코*하*스","",20,4,"301","철근콘크리트구조","(철근)콘크리트",31.05,5.17,1,1
"1117013200102620001","202010","11560-100234626","11380-100263618","서**별**영**구**길**1**-**","11620","10800","1","0098","0074","","A동",20,3,"401","철근콘크리트구조","(철근)콘크리트",19.84,3.31,1,1
"1130510300105350344","202104","11380-100261238","11680-100271189","서**별**관** **동**9**2**","11530","10700","1","1561","0010","","A동",20,4,"201","철근콘크리트구조","(철근)콘크리트",29.74,8.17,1,1
"1121510500102190008","202005","11500-16969","11530-59049","서**별**강** **동**1**6**","11230","10800","1","0038","0002","동*맨*","102동",20,2,"301","철근콘크리트구조","(철근)콘크리트",54.32,4.87,0,1
"1171011300105500016","202102","11530-100230017","11620-71814","서**별**강** **동**1**4**","11710","10400","1","0786","0205","화*빌*","상도동연립주택",20,3,"202","철근콘크리트구조","(철근)콘크리트",174.12,6.03,1,1
"1162010100116460049","202011","11320-4410","11320-100190584","서**별**송** **동**8**1**","11530","10200","1","0063","0000","그*빌*차","",20,2,"203","철근콘크리트구조","(철근)콘크리트",50.84,39.35,1,1
"1171011100102260003","202105","11260-100201854","11620-100240160","서**별**강** **동**2**5**","11680","10800","1","0215","0010","","A동",20,3,"302","철근콘크리트구조","(철근)콘크리트",51.48,5.33,1,1
"1120011100113440041","202006","11620-4294","11380-54167","서**별**강** **동**9**2**3**","11200","10400","1","0338","0003","해*그*드*운","",20,4,"202","철근콘크리트구조","(철근)콘크리트",35.44,7.99,1,1
"1130510300100500010","202010","11620-7916","11560-111707","서**별**송** **동**7**","11500","10300","1","0313","0014","미*연*","",20,2,"204","벽돌구조","(철근)콘크리트",41.2,4.32,1,1
"1141011900103440001","202008","11380-100191793","11470-100227292","서**별**은** **동**9**1**","11290","10100","1","0028","0008","","",20,2,"B5","철근콘크리트구조","(철근)콘크리트",42.3,11.736,1,1
"1129010300106060781","202103","11620-20998","11170-52521","서**별**강** **동**9**1**","11470","10100","1","0174","0001","","",20,-1,"401","철근콘크리트구조","(철근)콘크리트",41.04,33.34,1,1
"1171010800101370010","202104","11290-100265151","11410-88470","서**별**성** **동** **9**8**","11740","10100","1","0141","0020","청*평* *이*션","",20,2,"101","벽돌구조","(철근)콘크리트",81.57,3.13,1,1
"1147010200105060007","202011","11410-100235373","11710-28737","서**별**강** **동**8**2**","11305","10200","1","0175","0009","","",20,3,"601","철근콘크리트구조","(철근)콘크리트",68.25,5.06,1,0
"1130510100107913346","202001","11500-100223439","11215-100240430","서**별**은** **동**2**3**","11410","12000","1","0088","0001","","",20,-1,"B101","벽돌구조","(철근)콘크리트",54.06,10.84,0,1
"1168010800101770009","202003","11530-22074","11200-64118","서**별**송** **동**0**1**","11140","11900","1","0320","0105","한*아*빌","",20,10,"303","철근콘크리트구조","(철근)콘크리트",26.63,5.01,1,0
"1147010300101480004","202105","11470-15341","11590-55411","서**별**성** **동**8**","11620","11900","1","0131","0007","","두산그린빌라",20,1,"202","철근콘크리트구조","(철근)콘크리트",9.81,4.92,1,0
"1171011100101750002","202101","11215-100234388","11740-97018","서**별**종** **동**3**7**","11590","13600","1","0238","0027","한*코*연*","",20,3,"103","철근콘크리트구조","(철근)콘크리트",70.44,5.14,1,1
"1132010700104710008","202003","11545-11741","11620-92189","서**별**은** **동**5**5**","11530","10900","1","0916","0039","","",20,2,"405","철근콘크리트구조","(철근)콘크리트",41.97,6.04,1,1
"1147010200107110005","202010","11590-100225805","11320-75416","서**별**성** **동**6**0**","11260","10600","1","0161","0010","스*트*","새울센스빌",20,3,"306","철근콘크리트구조","(철근)콘크리트",238.86,16.121,0,1
"1171011100101700006","202102","11620-24861","11470-100204609","서**별**동**구**농**5**1**","11740","10300","1","0036","0025","","",20,2,"302","철근콘크리트구조","(철근)콘크리트",78.48,6.49,1,0
"1130510300105670040","202003","11380-100269474","11440-100275188","서**별**서**구**은**1**-**","11590","10500","1","0074","0026","","",20,3,"202","철근콘크리트구조","(철근)콘크리트",57.12,7.65,1,1
"1171010300100870033","202007","11440-32259","11530-100230660","서**별**강** **동**1**8**","11620","10100","1","0403","0003","동*스*트","",20,5,"602","철근콘크리트구조","(철근)콘크리트",43.83,4.92,1,0
"1123010400101300060","202102","11440-5163","11380-102391","서**별**구** ** **4**0**","11440","10100","1","0227","0411","대*파*빌","",20,3,"304","철근콘크리트구조","(철근)콘크리트",116.65,7.42,1,0
"1144012500100370013","202007","11560-35121","11710-100467608","서**별**강** **동**1**2**","11470","10500","1","0102","0477","삼*그*빌*","",20,1,"101","철근콘크리트구조","(철근)콘크리트",119.41,19.05,1,1
"1147010100109320017","202007","11710-100459166","11470-69250","서**별**강** ** **4**","11470","10900","1","0532","0036","","금화센스빌",20,5,"402","철근콘크리트구조","(철근)콘크리트",59.66,33.19,1,0
"1111018200100530005","202105","11170-23054","11680-100280831","서**별**강** ** **3**","11710","10300","1","0012","0004","","",20,3,"402","철근콘크리트구조","(철근)콘크리트",61.07,9.47,1,1
"1130510100102580554","202005","11200-10511","11230-100202396","서**별**양** **동**3**4**","11170","10400","1","0302","0008","","",20,2,"302","철근콘크리트구조","(철근)콘크리트",109.13,21.14,0,1
"1171010400101000018","202005","11410-17254","11350-63008","서**별**성** **동** **3**","11500","10300","1","0396","0023","런*빌*B*","",20,-1,"202","철근콘크리트구조","(철근)콘크리트",109.92,6.03,1,1
"1123010500104880338","202012","11290-9256","11380-82579","서**별**노** **동**3**1**","11680","11700","1","0003","0007","부*빌*","",20,1,"103","철근콘크리트구조","(철근)콘크리트",38.01,13.633,1,1
"1156013300107300004","202005","11230-100235692","11215-72844","서**별**동**구**안**4**-**","11110","10200","1","0226","0076","논*2*9*9","",20,3,"501","벽돌구조","(철근)콘크리트",73.44,14.12,1,1
"1165010100104540003","202011","11710-9097","11590-100200175","서**별**구** **동**0**1**","11380","10600","1","0129","0006","삼*빌*","",20,3,"202","철근콘크리트구조","(철근)콘크리트",38.78,13.2,1,1
"1150010300104230014","202002","11215-8831","11380-62008","서**별**송** **동**7**1**","11290","11000","1","0008","0272","","",20,2,"101","철근콘크리트구조","(철근)콘크리트",24,7.28,1,1
"1111018600100090003","202104","11620-100219896","11380-47525","서**별**송** **동**8**1**","11290","10300","1","0570","0042","삼*빌*","C동",20,3,"203","철근콘크리트구조","(철근)콘크리트",48.31,8.59,1,1
"1138010200101600018","202005","11710-100540242","11500-84623","서**별**광** **동**2**3**","11680","10600","1","0107","0024","그*드*리*","",20,7,"402","철근콘크리트구조","(철근)콘크리트",30.63,5.04,0,1
"1150010300103670070","202008","11650-10397","11260-100248839","서**별**은** **동**-**","11710","10300","1","0045","0023","T*e*H*중* *차","",20,5,"101","철근콘크리트구조","(철근)콘크리트",38.81,9.76,1,1
"1129012000101750023","202105","11530-3706","11260-35384","서**별**양** ** **5**3**","11620","10100","1","0263","0178","","",20,2,"101","철근콘크리트구조","(철근)콘크리트",67.98,7.3,1,1
"1121510200102410001","202011","11260-100199927","11680-142876","서**별**도** ** **1**3**","11650","10300","1","0172","0022","신*빌*","",20,2,"202","철근콘크리트구조","(철근)콘크리트",63.36,5.04,1,1
"1144012500106380006","202104","11710-8943","11530-100223857","서**별**강** **동**2**2**","11680","10800","1","0161","0012","","",20,1,"302","벽돌구조","(철근)콘크리트",47.86,4.63,1,1
"1129013900103320045","202004","11320-13398","11530-100229609","서**별**중**신** **9**5**","11500","10500","1","0325","0013","","",20,5,"302","철근콘크리트구조","(철근)콘크리트",29.43,9.83,1,1
"1121510300100510009","202003","11620-19763","11200-41752","서**별**서**구**연**9**1**","11440","10100","1","0881","0007","","",20,4,"101","철근콘크리트구조","(철근)콘크리트",23.37,10.825,0,1
"1117010900100890041","202101","11740-100204377","11380-83742","서**별**영**구**림**8**-**","11710","10400","1","0723","0000","예*리*","",20,2,"303","철근콘크리트구조","(철근)콘크리트",60.83,17.75,1,1
"1144010100106930006","202002","11470-100197965","11470-88429","서**별**마** **동**4**1**","11620","10200","1","1688","0002","","",20,3,"202","철근콘크리트구조","(철근)콘크리트",90.46,14.37,0,1
"1121510500106660016","202104","11215-100191985","11380-100263240","서**별**동**구**두**3**6**","11290","10200","1","0279","0030","동*네*빌","가동",20,3,"101","철근콘크리트구조","(철근)콘크리트",59.31,7.11,1,1
"1130510300102700022","202104","11110-1982","11620-110472","서**별**양** ** **8**4**","11440","10900","1","0245","0149","스*하*스","A동",20,-1,"301","철근콘크리트구조","(철근)콘크리트",34.07,7.09,1,1
"1123010500104670062","202008","11410-100195894","11260-100228419","서**별**중** **동**1**1**","11710","10600","1","0593","0008","","",20,2,"202","철근콘크리트구조","(철근)콘크리트",50.76,9.95,1,1
"1126010400102470091","202103","11620-100265568","11230-100251123","서**별**송** **동**4**2**","11500","10100","1","0934","0016","경*에*스","",20,3,"302","철근콘크리트구조","(철근)콘크리트",41.4,57.24,1,1
"1154510300108940005","202008","11470-12518","11545-70333","서**별**광** **동**6**","11650","10100","1","0692","0001","","",20,4,"401","철근콘크리트구조","(철근)콘크리트",41.36,5.92,1,1
"1129013900101760032","202009","11305-14191","11650-27950","서**별**금** **동**0**4**","11710","11000","1","0361","0008","쥬*레","삼성하이빌",20,7,"102","벽돌구조","(철근)콘크리트",54.82,,1,0
"1171010700101960008","202103","11380-33470","11470-100196672","서**별**광** **동**7**","11710","10300","1","0930","0101","아*힐","",20,2,"304","철근콘크리트구조","(철근)콘크리트",49.95,7.04,1,1
"1154510200110060078","202010","11380-5703","11380-97703","서**별**강** **동**5**7**","11530","10200","1","0687","0007","","",20,4,"301","철근콘크리트구조","(철근)콘크리트",67.33,10.15,1,1
