"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","사례번호(SRNUM)","본건_주소(ADDRESS)","본건_전용면적(BON_JYAREA)","사례_주소(SAMPLE_ADDRESS)","사례_본번(SAMPLE_BUNJI1)","사례_부번(SAMPLE_BUNJI2)","사례_건물이름(SAMPLE_BLDNAME)","사례_거래년월(SAMPLE_MONTH)","사례_거래금액(SAMPLE_VALUE)","사례_건축연도(SAMPLE_BUILDYEAR)","사례_전용면적(SAMPLE_JYAREA)","사례_층수(SAMPLE_FLOOR)","거리(SAMPLE_DISTANCE)","유사도(SAMPLE_SCORE)"
"1147010300109270010","202101","11470-16075","11470-142451","77","서**별**양** **동**1**9**",40.77,"서**별**양** **동**8**3**","0231","0020","대*파*뷰",202011,18900,"1993",40.88,4,0,0.14182
"1147010300109240008","202006","11470-14003","11470-100234329","27","서**별**양** **동**7**2**지**",49.21,"서**별**양** **동**6**1**지**","0557","0006","대*빌*(*동*",202103,18500,"1988",33.18,4,403,0.06377
"1147010300109260017","202001","11470-17834","11470-87895","94","서**별**양** ** **1**5**",58.44,"서**별**양** ** **-**번**","0972","0008","청*빌*(*3*-*)",202008,28500,"2019",37.75,2,484,0.14345
"1147010200108030015","202002","11470-6466","11470-94107","62","서**별**양** ** **1**4**",38.81,"서**별**양** ** **1**3**지**","0545","0005","대*주*(*동*",202005,19500,"1988",12.8,3,141,0.07008
"1147010200107460009","202004","11470-3933","11470-123198","63","서**별**양** ** **9**3**",62.14,"서**별**양** **동**3**8**","0719","0065","대*파*빌*3*8*2*7*",202011,28000,"2003",37.41,2,142,0.24487
"1147010300102410024","202104","11470-12427","11470-92712","47","서**별**양** ** **9**5**",41.24,"서**별**양** ** **9**8**","0104","0007","광*빌*",202008,20000,"1997",72.68,3,305,0.09585
"1147010300103310057","202011","11470-4091","11470-100218309","43","서**별**양** **동**3**1**지**",46.79,"서**별**양** **동**1**1**","0537","0019","신*아*힐*7*0*2*",202104,19500,"2002",27.47,2,439,0.03173
"1147010300100460007","202004","11470-15539","11470-124271","22","서**별**양** **동**6**4**",36.18,"서**별**양** ** **4**0**지**","0914","0006","도*빌*트*동",202106,15000,"2011",70.56,3,162,0.02169
"1147010200105330015","202105","11470-11362","11470-93298","57","서**별**양** **동**4**2**",50.59,"서**별**양** ** **3**1**","0759","0033","목* *향*파*빌*6*",202101,18500,"2001",58.52,1,0,0.14528
"1147010300100670009","202105","11470-100224662","11470-64316","79","서**별**양** **동**2**-**지**",59.24,"서**별**양** **동**8**9**","0499","0011","드*빌*지",202003,18000,"2002",36.13,4,215,0.04911
"1147010300104420001","202012","11470-11946","11470-123538","35","서**별**양** ** **8**5**지**",49.19,"서**별**양** ** **8**5**","1083","0007","(*5*-*8*",202101,16000,"1987",61.28,2,63,0.0011
"1147010200103150035","202002","11470-16254","11470-77295","21","서**별**양** **동**9**3**",60.265,"서**별**양** **동**2**1**지**","1207","0006","설*주*",202106,24600,"2002",40.73,3,442,0.06298
"1147010200105330015","202012","11470-4354","11470-116495","113","서**별**양** ** **1**5**",37.92,"서**별**양** **동**5**8**","0923","0002","홈*아*션",201909,9500,"1988",57.84,1,467,0.07897
"1147010300101350004","202010","11470-14653","11470-134473","61","서**별**양** **동**8**6**",40.82,"서**별**양** ** **4**번**","0923","0095","세*주* *동",202001,20000,"2017",36.92,1,15,0.11272
"1147010200103240037","202005","11470-100213425","11470-83763","4","서**별**양** ** **5**8**",53.53,"서**별**양** **동**2**1**","0315","0288","라*마*빌",201811,23100,"1996",72.9,5,272,0.05738
"1147010200108030009","202007","11470-21338","11470-100185509","52","서**별**양** **동**1**-**번**",56.88,"서**별**양** ** **1**3**","1002","0002","선*주*",202007,16000,"2000",65.21,4,0,0.07747
"1147010100109520011","202005","11470-7899","11470-86854","35","서**별**양** ** **1**0**지**",59.95,"서**별**강** **동**7**9**","0925","0039","선*하*츠*라",202103,10000,"1988",59.95,3,486,0.14553
"1147010300105090024","202102","11470-100234544","11470-103416","78","서**별**양** **동**3**1**지**",34.99,"서**별**양** ** **5**번**","0740","0003","비*스*우*3*",202008,13000,"2002",54.24,1,386,0.06581
"1147010200102310181","202007","11470-100183107","11470-87990","34","서**별**양** **동**1**5**",51.78,"서**별**양** **동**3**9**","0944","0029","낙*빌*",201909,15500,"2002",58.12,3,0,0.09129
"1147010200103180105","202104","11470-15602","11470-90909","76","서**별**양** **동**1**1**지**",27.47,"서**별**양** ** **3**6**","1044","0015","현*에*타* *5*3*1*",202010,13500,"2002",36.68,4,212,0.24602
"1147010200106150015","202002","11470-4558","11470-71393","39","서**별**양** **동**3**지**",40.5,"서**별**양** **동**6**9**","0525","0010","샬*빌",202002,8000,"2018",52.91,1,279,0.11939
"1147010200100410004","202007","11470-21434","11470-100184552","9","서**별**양** **동**6**1**지**",41.17,"서**별**양** **동**2**4**지**","0231","0009","우*그*맨*(*8*1*)",202009,18000,"1988",39.84,2,83,0.12326
"1147010200107430011","202105","11470-9547","11470-66231","17","서**별**양** ** **8**4**지**",29.77,"서**별**양** ** **8**번**","0875","0007","목*빌*지",201912,10000,"2008",39.5,2,464,0.12687
"1147010200105220002","202102","11470-12898","11470-87254","2","서**별**양** ** **0**6**",50.61,"서**별**양** ** **8**1**지**","0953","0016","금*아*빌",202003,8500,"1987",49.08,2,331,0.03908
"1147010200107250035","202002","11470-100210016","11470-142231","72","서**별**양** ** **0**6**",37.44,"서**별**양** ** **5**7**","0927","0002","벨*스*신*",201909,15000,"2019",65.06,2,366,0.04438
"1147010300109570003","202105","11470-100225668","11470-68823","23","서**별**양** ** **7**2**",37.44,"서**별**양** ** **8**5**지**","0545","0075","산*빌*운",201905,8500,"1991",58.29,3,103,0.07603
"1147010300102250023","202010","11470-19780","11470-87274","5","서**별**양** **동**5**8**",35.72,"서**별**양** **동**4**1**지**","0923","0016","조*팰*스",202106,23000,"2015",44.2,1,464,0.10418
"1147010300100440009","202006","11470-13512","11470-132276","10","서**별**양** **동**8**6**",47.88,"서**별**양** **동**2**1**지**","0428","0006","이*채*5*6*7*",201908,20000,"1988",36.41,1,299,0.05937
"1147010300109540007","202006","11470-21555","11470-67671","28","서**별**양** **동**9**6**",24.85,"서**별**양** ** **9**1**","1014","0016","우*빌*(*동*",202011,18000,"2011",50.8,3,0,0.0454
"1147010300100760009","202003","11470-17242","11470-102914","75","서**별**양** **동**5**7**",28.82,"서**별**양** ** **1**9**","0947","0008","효*그*빌",202007,10000,"1998",67.86,1,339,0.02647
"1147010200107870002","202002","11470-11633","11470-85414","29","서**별**양** ** **0**번**",40.24,"서**별**양** ** **9**3**","0745","0023","새*빌*",202005,14000,"1979",29.63,3,0,0.03246
"1147010200105340012","202006","11470-12316","11470-100182320","6","서**별**양** **동**1**2**",60.12,"서**별**양** **동**1**8**","0042","0002","샤*에*빌*가*)",202006,20500,"2001",62.64,3,230,0.04401
"1147010300100290009","202008","11470-100228448","11470-79491","16","서**별**양** **동**4**7**",58.42,"서**별**양** ** **1**5**","0974","0090","보*리*텔",202008,9000,"2010",61.92,3,277,0.07492
"1147010300109110010","202007","11470-13137","11470-100218893","25","서**별**양** ** **7**번**",60.74,"서**별**양** **동**8**3**","0087","0017","무*빌*(*)",202008,14000,"2002",24.65,3,233,0.06176
"1147010300109670002","202012","11470-11854","11470-79004","139","서**별**양** **동**2**-**번**",43.83,"서**별**양** **동**1**3**","0425","0003","삼*빌*(*8*)",202006,9500,"1993",44.71,4,172,0.04307
"1147010200107140004","202008","11470-7775","11470-63933","31","서**별**양** **동**8**1**",62.71,"서**별**양** **동**2**7**","0545","0028","대*주*(*동*",202008,12000,"1991",40.27,3,221,0.09792
"1147010200106550009","202105","11470-14670","11470-123251","4","서**별**양** ** **0**번**",29.93,"서**별**양** **동**5**6**","0955","0157","남*빌*(*2*-*1*",202006,28000,"1992",60.55,2,73,0.01317
"1147010200103180105","202004","11470-9547","11470-69073","21","서**별**양** ** **8**7**",15.6,"서**별**양** ** **5**1**","0991","0017","성*하*스*",201910,20800,"2002",50.62,4,266,0.10163
"1147010300109440001","202008","11470-19438","11470-123432","74","서**별**양** **동**0**-**지**",39.89,"서**별**양** **동**5**2**지**","0447","0015","상*주*(*2*-*)",202010,18000,"1994",36.67,3,309,0.05328
"1147010300104570011","202004","11470-19767","11470-100225000","6","서**별**양** **동**2**4**",36.26,"서**별**양** ** **4**번**","0544","0043","엠*리*",202003,19000,"2014",40.92,2,199,0.0784
"1147010200103180156","202009","11470-1058","11470-84135","56","서**별**양** ** **1**2**지**",58.66,"서**별**양** **동**5**4**","0444","0013","인*시*빌*",202008,18000,"2016",28.5,4,211,0.12262
"1147010200103180043","202101","11470-12787","11470-79138","16","서**별**양** **동**4**1**지**",37.86,"서**별**양** ** **4**1**","0954","0006","청*빌*-*",202002,19000,"2002",28.42,3,111,0.0887
"1147010300101370008","202002","11470-100227311","11470-100217099","67","서**별**양** **동**8**8**",49.41,"서**별**양** **동**5**9**","0324","0004","효*아*빌",202101,20000,"2017",53.07,2,409,0.1035
"1147010300103310044","202006","11470-12427","11470-100214140","96","서**별**양** ** **-**지**",58.66,"서**별**양** ** **-**지**","0506","0003","삼*빌*(*동*",202008,11500,"1997",46.53,2,304,0.12741
"1147010300109930008","202002","11470-16430","11470-100217294","26","서**별**양** ** **5**번**",30.74,"서**별**양** **동**0**1**지**","0929","0015","금*베*트*",202103,15000,"2002",50.49,3,155,0.05534
"1147010200103180138","202101","11470-14479","11470-100216808","51","서**별**양** **동**3**3**",88.74,"서**별**양** **동**7**1**지**","0974","0015","청*가*빌*",202106,14000,"2020",36.74,4,19,0.14207
"1147010300104580003","202003","11470-14780","11470-85635","35","서**별**양** **동**9**2**지**",45.09,"서**별**양** ** **4**2**","0048","0005","금*주* *3*",202008,21000,"2001",39.97,3,273,0.0617
"1147010200107430026","202102","11470-20817","11470-116081","122","서**별**양** ** **1**6**",47.25,"서**별**양** **동**2**1**","0912","0002","율*주* *동",202103,10000,"1987",37.16,1,0,0.00739
"1147010200107680012","202008","11470-100225700","11470-94152","37","서**별**양** **동**6**1**지**",47.6,"서**별**양** ** **8**4**","0954","0004","궁*빌*(*7*-*)",202002,20000,"1986",33.18,3,250,0.05058
"1147010300109750010","202006","11470-5786","11470-133754","72","서**별**양** **동**7**1**지**",61.97,"서**별**양** **동**9**번**","0029","0006","한*맨*(*)",202006,23700,"2015",41.13,2,315,0.08474
"1147010200107290007","202011","11470-100229468","11470-144522","60","서**별**양** ** **5**7**",40.77,"서**별**양** ** **0**번**","0318","0005","레*나",202104,12000,"2018",36.74,2,303,0.10748
"1147010300109830008","202009","11470-100229188","11470-83298","14","서**별**양** ** **-**2**",60.44,"서**별**양** **동**6**3**","0933","0007","럭*(*동*",202006,9500,"1991",32.37,2,366,0.04337
"1147010300109470018","202008","11470-12087","11470-70809","95","서**별**양** **동**8**5**",60.81,"서**별**양** ** **1**3**","0953","0010","예*랑",202105,17000,"1991",29.65,4,0,0.0845
"1147010200105580000","202007","11470-16462","11470-100200843","13","서**별**양** **동**6**1**",25.81,"서**별**양** **동**3**1**지**","0231","0010","가*하*징",202007,10000,"1995",59.97,3,348,0.11725
"1147010200107440008","202104","11470-19143","11470-100210139","59","서**별**양** ** **1**7**지**",29.97,"서**별**양** ** **8**0**지**","0372","0012","태*빌* *동",201910,16000,"1986",40.76,3,444,0.12351
"1147010300100820007","202104","11470-7235","11470-67259","1","서**별**양** ** **9**8**",36.75,"서**별**강** **동**5**1**지**","0950","0028","태*주* *동",202008,8500,"2002",49.92,2,254,0.11862
"1147010300104400008","202007","11470-100190893","11470-109350","127","서**별**양** **동**3**3**지**",36.6,"서**별**양** ** **8**0**지**","0545","0009","시*빌*",202103,8500,"2018",30.74,2,496,0.05626
"1147010200106250006","202105","11470-19229","11470-100183835","52","서**별**양** **동**4**5**",59.95,"서**별**양** ** **5**9**","0964","0012","미*주* *동",202004,9000,"2007",44.88,1,75,0.1483
"1147010300109520003","202105","11470-16569","11470-103237","24","서**별**양** ** **4**번**",60.28,"서**별**양** ** **1**5**지**","0875","0019","정*그*빌",202103,15000,"2007",54.2,2,26,0.14205
"1147010200104980018","202010","11470-100219168","11470-116368","70","서**별**양** ** **5**번**",51.07,"서**별**양** **동**1**9**","0543","0002","세*빌*C*",202007,16500,"2000",37.01,3,207,0.12401
"1147010200107320010","202002","11470-3602","11470-131574","96","서**별**양** ** **4**9**",40.84,"서**별**양** **동**3**2**지**","0042","0008","신*아*",202103,11000,"1987",43.83,1,456,0.12363
"1147010300104130007","202104","11470-15172","11470-115073","35","서**별**양** ** **8**3**",37.08,"서**별**양** **동**7**1**지**","0963","0208","현*빌*",202002,10000,"1987",39.51,2,450,0.14943
"1147010200107600025","202012","11470-100230169","11470-100219453","21","서**별**양** **동**2**-**지**",40.2,"서**별**양** ** **1**2**","0877","0012","현*파*빌",202106,15000,"1988",41.42,1,324,0.14606
"1147010200107250032","202102","11470-16146","11470-100232737","19","서**별**양** **동**8**6**",52.51,"서**별**양** ** **3**5**","0318","0008","조*팰*스*7*",202002,18500,"1992",49.72,2,159,0.05596
"1147010200103180114","202102","11470-4731","11470-100223837","23","서**별**양** **동**9**6**",64.58,"서**별**양** **동**7**9**","0315","0016","삼*파*빌*3*8*5*)",202006,7000,"1987",43.34,1,353,0.14915
"1147010200106390009","202012","11470-8480","11470-71321","112","서**별**양** **동**2**1**지**",36.3,"서**별**양** **동**0**2**","0932","0005","칭*그*맨*",202007,15000,"2016",57.1,1,450,0.14509
"1147010200107250036","202102","11470-7244","11470-100219612","33","서**별**양** **동**2**-**번**",60.13,"서**별**양** ** **5**5**","0376","0020","그*드*스*(*0*-*1*",202004,9500,"2007",73.75,3,406,0.02485
"1147010300105130009","202004","11470-2481","11470-100211914","34","서**별**양** ** **8**0**",36.72,"서**별**양** **동**5**2**지**","0920","0016","태*주* *나*",202010,24675,"1987",44.19,4,465,0.02512
"1147010300109420016","202005","11470-11835","11470-81640","33","서**별**양** ** **6**0**",41.32,"서**별**양** **동**1**1**지**","0318","0013","금*주*",202001,21000,"1986",43.96,2,431,0.0387
"1147010300109470005","202012","11470-100235848","11470-63821","4","서**별**양** **동**3**번**",42.6,"서**별**양** ** **5**6**","0529","0198","임*마*다*빌*5*9*2*)",201908,19000,"2002",46.8,4,200,0.13274
"1147010300109570001","202102","11470-100214426","11470-100201300","47","서**별**양** ** **9**0**",75.26,"서**별**양** **동**6**7**","0602","0024","다*네*트*(*4*)",202007,21000,"1991",36.27,4,299,0.12372
"1147010100109850005","202007","11470-100220607","11470-132093","120","서**별**양** ** **3**8**",23.26,"서**별**양** **동**5**4**","0760","0057","성*주*",201810,22000,"1986",36.55,4,299,0.08367
"1147010100109560007","202102","11470-7117","11470-100211732","25","서**별**양** ** **8**3**",39.75,"서**별**양** **동**1**-**지**","1050","0184","경*하*츠*라",202001,19000,"2017",13.9,6,245,0.03521
"1147010100109250033","202011","11470-20685","11470-115201","30","서**별**양** **동**3**3**지**",37.22,"서**별**양** ** **3**번**","0498","0006","동*하*빌*9*4*9*",202105,28000,"2013",42.33,4,67,0.05336
"1147010300102030003","202011","11470-100207265","11470-135098","56","서**별**양** ** **4**번**",37.44,"서**별**양** **동**6**2**","0532","0006","타*하*스",202011,17850,"2002",68.09,4,145,0.09407
"1147010200102310156","202004","11470-9910","11470-100200682","20","서**별**양** **동**7**1**지**",43.64,"서**별**양** **동**2**1**지**","0318","0010","효*그*빌",202008,18000,"1994",50.64,2,474,0.11561
"1147010300104570005","202105","11470-100204745","11470-144974","33","서**별**양** ** **1**6**지**",52.46,"서**별**양** **동**7**1**지**","0909","0026","초*스*딩",201907,15000,"2001",48.75,2,345,0.08618
"1147010300101350010","202003","11470-100232048","11470-115858","15","서**별**양** ** **-**번**",131.75,"서**별**양** **동**0**-**번**","0370","0016","동*빌* *동",202002,11000,"1992",35.49,3,412,0.0255
"1147010300109270013","202007","11470-17590","11470-75449","1","서**별**양** ** **9**번**",55.35,"서**별**강** **동**8**9**","0318","0016","호*탑*빌*동",202004,18000,"2004",65.82,2,0,0.0315
"1147010200107250010","202102","11470-100196665","11470-100214532","22","서**별**양** ** **3**1**",37.32,"서**별**강** **동**0**1**지**","0500","0036","우*(*7*-*2*",202007,17000,"2000",37.92,5,378,0.07077
"1147010200101310017","202005","11470-8493","11470-75999","81","서**별**양** **동**4**1**지**",47.31,"서**별**양** ** **0**0**","0974","0004","유*소*베*2*4*1*)",201912,17000,"2014",55.01,3,272,0.04995
"1147010200107400015","202004","11470-18891","11470-100209171","31","서**별**양** ** **4**4**지**",57.09,"서**별**양** **동**1**-**번**","0046","0001","한*주*(*동*",202006,8000,"2016",53.8,2,413,0.09095
"1147010300104190014","202003","11470-16024","11470-83835","5","서**별**양** ** **-**1**",66.05,"서**별**양** **동**2**1**지**","0965","0009","대*파*빌*6*-*)",202005,17000,"1990",36.54,1,499,0.04455
"1147010300101480019","202001","11470-12480","11470-63716","3","서**별**양** ** **5**번**",61.44,"서**별**양** ** **8**5**지**","0099","0232","한*주* *동",201912,19000,"1993",40.76,5,135,0.1452
"1147010100109750022","202006","11470-100204705","11470-79342","10","서**별**양** **동**7**1**지**",48.6,"서**별**양** ** **1**7**","1002","0003","한*람*",202105,17000,"1993",36.2,2,195,0.06041
"1147010200105260014","202002","11470-100216985","11470-133499","26","서**별**양** ** **7**8**",61.68,"서**별**양** ** **7**번**","0943","0013","동*아*힐*동",202010,19500,"1995",43.18,3,166,0.09137
"1147010300109340016","202008","11470-100225828","11470-77746","38","서**별**양** ** **8**8**",36.25,"서**별**양** **동**3**5**","0996","0001","한*빌*5*",202006,16800,"2010",75.84,2,245,0.04002
"1147010300109140007","202002","11470-6162","11470-62266","151","서**별**양** ** **3**1**",51.47,"서**별**양** **동**7**1**지**","0315","0017","건*파*빌*차",202005,24000,"1990",25.15,3,0,0.03368
"1147010300100880013","202105","11470-20263","11470-109113","11","서**별**양** **동**6**1**지**",40.24,"서**별**강** **동**0**-**번**","0919","0025","사*채",202104,27000,"2007",36.12,2,75,0.14428
"1147010200102310246","202011","11470-19215","11470-100214716","68","서**별**양** ** **8**6**",26.95,"서**별**양** **동**1**7**","0505","0009","까*지*",201908,28500,"1987",33.6,5,330,0.06625
"1147010100109910010","202001","11470-7304","11470-100186571","5","서**별**양** **동**3**1**지**",40.2,"서**별**양** **동**4**1**지**","0546","0017","삼*리*빌",201908,17000,"2015",53.72,2,370,0.14008
"1147010200103180070","202102","11470-20655","11470-133075","8","서**별**양** ** **8**6**지**",67.68,"서**별**양** ** **1**2**","0727","0005","중*하*츠*라",202103,9000,"2014",39.97,3,443,0.1418
"1147010300100130021","202004","11470-100227311","11470-65894","73","서**별**양** **동**2**2**지**",59.93,"서**별**양** ** **5**번**","0231","0001","천*다*빌",202105,16000,"2018",59.55,2,402,0.04131
"1147010300109620001","202003","11470-100232048","11470-110021","16","서**별**양** **동**5**2**",52.89,"서**별**양** **동**3**3**지**","0781","0022","(*5*-*6*",202008,33000,"2001",36.15,3,361,0.07603
"1147010100109700007","202101","11470-9567","11470-100218396","15","서**별**양** **동**5**6**",36.18,"서**별**양** **동**8**3**","0324","0015","토*하*스*1*2*1*)",201805,9000,"2002",28.48,4,414,0.04785
"1147010100109070002","202012","11470-12620","11470-100212373","25","서**별**양** **동**0**-**지**",61.2,"서**별**양** ** **8**4**","0770","0003","현*빌*지*",202001,27000,"2002",41.63,2,180,0.03094
"1147010100108920016","202012","11470-9606","11470-100216683","68","서**별**양** ** **4**5**",48.42,"서**별**양** **동**5**6**","0231","0011","명*주*(*동*",202102,18900,"2017",37.59,5,412,0.07343
"1147010300109470017","202003","11470-18165","11470-100218167","4","서**별**양** **동**6**2**",48.72,"서**별**양** **동**6**3**","0725","0082","서*아*빌*B*",202101,8000,"2002",44.35,5,347,0.09937
"1147010200108030004","202004","11470-100218165","11470-141325","31","서**별**양** ** **0**번**",28.92,"서**별**양** **동**4**2**","1039","0007","모*빌",202002,27000,"2017",40.2,1,198,0.05526
"1147010300109550008","202002","11470-100202725","11470-100213549","39","서**별**양** ** **4**0**",52.74,"서**별**양** **동**3**7**","0916","0002","미*빌*D",202007,10000,"1988",46.24,5,0,0.0557
"1147010300104640001","202103","11470-100227848","11470-100225802","11","서**별**양** **동**0**7**",61.27,"서**별**양** ** **8**0**","0734","0020","금*주* *3*",201712,9000,"2021",83.89,6,199,0.06782
"1147010300100090021","202101","11470-14450","11470-100217491","71","서**별**양** **동**6**번**",61.41,"서**별**양** **동**1**-**지**","1198","0227","삼*빌*",201909,11500,"2015",37.92,4,316,0.04681
"1147010300101020002","202008","11470-13788","11470-104128","18","서**별**양** ** **6**번**",34.8,"서**별**양** **동**3**1**지**","1002","0065","(*3*-*6*",202006,13000,"2011",45.69,3,278,0.03032
"1147010200107140017","202012","11470-100183087","11470-100197190","19","서**별**양** **동**2**7**",26.48,"서**별**양** **동**5**1**지**","0355","0009","세*주*(*5*-*)",202103,10000,"2012",59.64,2,375,0.0635
"1147010100109080006","202104","11470-100205165","11470-117243","4","서**별**양** ** **4**번**",41.2,"서**별**양** ** **0**4**","0972","0012","(*4*-*)",201910,14000,"2006",26.97,3,409,0.06785
"1147010200102310083","202004","11470-100217165","11470-63821","16","서**별**양** **동**3**2**지**",37.79,"서**별**양** **동**6**2**","0231","0004","다*빌*트*7*5*5*",202104,16000,"2001",34.32,3,23,0.14522
"1147010300104830013","202006","11470-15772","11470-103743","6","서**별**양** ** **9**번**",29.37,"서**별**양** **동**2**9**","0391","0030","G*S*리*어",202008,9500,"2013",71.41,3,150,0.11443
"1147010100109240027","202008","11470-100183482","11470-93301","76","서**별**양** **동**0**4**",38.88,"서**별**양** **동**3**1**지**","0971","0013","천*나*빌",201908,20000,"2002",29.62,4,479,0.06487
"1147010100108840011","202009","11470-19428","11470-100215990","2","서**별**양** **동**1**-**지**",25.71,"서**별**강** **동**7**6**지**","0766","0017","예*빌",202005,10000,"1988",36.39,6,216,0.04879
"1147010300100800002","202007","11470-18460","11470-100216474","1","서**별**양** ** **1**0**지**",59,"서**별**양** ** **5**2**","0543","0092","시*빌*",202106,20000,"2010",58.62,1,109,0.09981
"1147010100109440019","202006","11470-17410","11470-100218750","11","서**별**양** **동**0**4**",53.86,"서**별**양** ** **7**번**","0231","0005","목*멤*스*2*",202008,10000,"2013",41.2,6,376,0.13993
"1147010300109340015","202010","11470-4419","11470-70077","21","서**별**양** ** **6**0**",49.64,"서**별**양** ** **4**4**","0947","0001","대*A*1*-*5*",201907,25000,"1986",28.44,3,172,0.08023
"1147010300104190014","202005","11470-15557","11470-100226725","59","서**별**양** ** **5**8**",28.63,"서**별**양** **동**8**번**","0537","0010","우*다*대*택",201907,8000,"1990",58.9,4,268,0.14807
"1147010200105350027","202006","11470-100229349","11470-100233089","3","서**별**양** ** **0**0**",29.98,"서**별**양** **동**5**2**","0745","0022","신*빌*(*4*-*0*",202103,20000,"2002",30.56,2,180,0.09934
"1147010100109590008","202002","11470-19270","11470-100232743","24","서**별**양** ** **9**2**",57.28,"서**별**강** **동**1**2**지**","0132","0053","(*6*-*1*",202002,18000,"2016",29.78,4,210,0.10735
"1147010200107650011","202101","11470-18024","11470-100228333","89","서**별**양** ** **8**2**지**",33.41,"서**별**양** **동**2**9**","1066","0005","그*드*리*",202002,19000,"2014",28.91,1,200,0.03868
"1147010200102310203","202007","11470-100204745","11470-89708","87","서**별**양** **동**2**3**지**",52.91,"서**별**양** **동**0**번**","0499","0007","이*채",202009,17000,"2016",27.47,2,191,0.14856
"1147010200105460017","202104","11470-9593","11470-100218631","66","서**별**양** ** **7**1**",61.99,"서**별**양** **동**3**9**","0324","0014","승*빌*",201912,8500,"2003",47.4,1,208,0.03105
"1147010200102310108","202005","11470-100233865","11470-100228234","85","서**별**양** **동**4**1**지**",48.26,"서**별**양** **동**8**2**지**","0813","0027","삼*빌*(*1*-*)",201911,21000,"1994",53.95,4,471,0.12706
"1147010200106010005","202012","11470-15813","11470-102845","90","서**별**양** **동**7**1**지**",47.09,"서**별**양** **동**6**1**지**","0131","0027","청*빌*-*",202007,24000,"2018",67.02,2,278,0.11958
"1147010300109470010","202010","11470-19229","11470-94703","41","서**별**양** ** **5**번**",36.34,"서**별**양** ** **1**1**지**","0318","0002","대*주*(*동*",202005,23000,"1989",26.26,4,339,0.07117
"1147010200106250014","202002","11470-19921","11470-78049","13","서**별**양** **동**2**1**지**",41.94,"서**별**강** **동**7**7**","0911","0170","삼*헤*티*(*2*1*)",202003,22000,"1993",57.42,2,0,0.10488
"1147010300109310004","202103","11470-2976","11470-79883","8","서**별**양** **동**8**1**지**",25.81,"서**별**양** ** **7**6**","0911","0000","목*달*을",202005,9500,"1988",36.55,1,215,0.14302
"1147010300105220005","202005","11470-11191","11470-100218593","4","서**별**양** **동**2**1**지**",41.1,"서**별**양** **동**4**7**","0410","0029","금*베*트*",201907,16500,"1993",52.68,4,179,0.03092
"1147010200105430005","202002","11470-2386","11470-92348","46","서**별**양** **동**4**7**",64.52,"서**별**양** ** **8**6**","0502","0024","무*빌*(*)",202011,9000,"2010",40.92,4,263,0.08529
"1147010200102310075","202010","11470-1057","11470-109416","34","서**별**양** **동**5**1**지**",49.32,"서**별**강** **동**5**6**","0124","0027","소*하*징*8*-*)",201908,18500,"2015",38.44,3,99,0.09022
"1147010200103150013","202002","11470-3162","11470-66244","140","서**별**양** ** **8**1**",50.33,"서**별**양** **동**3**4**","0923","0091","보*주*(*동*",202102,21700,"1986",66.04,2,63,0.06069
"1147010300100450025","202001","11470-7244","11470-65563","9","서**별**양** ** **5**번**",59.98,"서**별**양** ** **1**8**지**","0941","0004","새*빌*(*동*",202007,24600,"1997",59.67,3,282,0.12035
"1147010200103180146","202002","11470-100225763","11470-76025","2","서**별**양** **동**7**9**",59.04,"서**별**양** **동**5**1**지**","0760","0009","주*베*빌*2*1*1*)",202007,9500,"2003",58.77,3,0,0.08557
"1147010200102310171","202006","11470-100233608","11470-106754","15","서**별**양** ** **1**4**지**",40.93,"서**별**양** **동**6**1**","0231","0028","미*주*",202105,9000,"1988",37.11,4,328,0.12886
"1147010300100980004","202002","11470-13616","11470-72078","34","서**별**양** **동**6**4**",43.84,"서**별**양** **동**5**3**","0955","0048","금*연* *",202004,12000,"2003",29.96,3,338,0.08602
"1147010300100620027","202005","11470-12541","11470-100218545","18","서**별**양** **동**1**1**지**",82.42,"서**별**양** ** **8**0**","0553","0006","정*빌*",202102,20800,"2002",59.91,3,435,0.06341
"1147010300104640023","202005","11470-100227048","11470-115362","23","서**별**양** ** **1**0**지**",36.6,"서**별**양** **동**2**1**","0318","0063","대*주* *동",202105,21000,"2016",59.46,4,309,0.05811
"1147010200103180074","202011","11470-100217705","11470-100224658","33","서**별**양** **동**2**7**",36.21,"서**별**양** ** **8**5**지**","0784","0016","대*탑*빌",201908,22000,"1995",29.99,4,405,0.11164
"1147010200103180178","202009","11470-100214506","11470-77128","58","서**별**양** **동**2**2**지**",37.26,"서**별**양** ** **4**","0099","0003","현*주* *동",201911,22000,"2002",48.78,3,367,0.07558
"1147010100109450010","202012","11470-2451","11470-100234380","45","서**별**양** **동**1**6**",60.54,"서**별**양** ** **8**9**지**","0943","0022","라*미*빌",202003,20000,"2016",58.98,4,471,0.05474
"1147010300109820007","202005","11470-100224368","11470-76481","43","서**별**양** **동**5**2**",41.14,"서**별**양** ** **5**0**","0218","0011","토*빌",202006,18500,"2006",36.01,3,189,0.1402
"1147010200106070031","202103","11470-100227169","11470-142252","20","서**별**양** **동**4**1**지**",40.83,"서**별**양** ** **3**1**","0935","0012","서*그*빌*3",202105,20000,"2016",53.37,3,272,0.11175
