"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","대상지주소(ADDRESS)","자치구코드(SREG)","법정동코드(SEUB)","대지구분(DAEJI)","본번(BUNJI1)","부번(BUNJI2)","건물이름(BLDNAME)","건물(동)이름(DONGNAME)","호_이름(HONAME)","면적대비_월세시세(AREA_PRED_RENT)","예측_월세시세(PRED_RENT)"
"1159010200100330006","202002","11320-100202440","11545-100245856","서**별**마** **동**6**번**","11380","11100","1","0052","0432","청*명*","거성리젠시","301",1.3017,61
"1141011800104120019","202012","11530-13098","11470-100215986","서**별**관** **동**1**2**지**","11740","10300","1","0070","0006","써*힐","","305호",1.9436,68
"1126010400102480002","202103","11410-22144","11440-110607","서**별**강** **동**1**7**","11590","10300","1","0107","0112","","","502",1.2962,42
"1159010600101020045","202011","11650-6609","11545-100201756","서**별**관** **동**6**6**","11500","12500","1","0391","0177","푸*솔","A동","303",0.718,304
"1129013300103050005","202103","11350-100195291","11380-72484","서**별**송** **동**7**1**지**","11710","10600","1","0708","0011","","","501",0.5124,61
"1117010900100010010","202005","11350-13186","11740-100226935","서**별**용** **동** **-**번**","11590","10200","1","0263","0001","","B동","이층202",1.1769,50
"1117011700100010144","202004","11170-9435","11545-68749","서**별**동** **동**1**1**번**","11470","11800","1","0892","0007","","","201",1.2044,60
"1147010200103180319","202012","11560-100205125","11440-99856","서**별**송** **동**3**8**","11740","13000","1","0307","0214","정*트*빌","","",0.9039,37
"1171011400100950027","202004","11710-100504041","11440-100214275","서**별**서** **동**7**4**","11260","11400","1","0186","0034","다*숲","","1층101호",1.5121,29
"1165010100105410073","202001","11410-26152","11320-104027","서**별**서** **동**9**2**","11410","10100","1","1117","0019","주*베*빌","제2동","501",2.5529,48
"1150010300111300007","202005","11620-11690","11620-72685","서**별**노** **동**0**-**번**","11710","10200","1","0241","0032","한*빌*","","301호",1.1429,48
"1144012300104160038","202011","11680-9900","11500-109388","서**별**용** **동**2**5**번**","11590","10100","1","0155","0004","","103동","602호",1.8817,56
"1138010100103770013","202008","11170-20580","11380-100271672","서**별**동**구**농**2**1**","11260","10100","1","0190","0000","","","203호",0.9632,41
"1159010700110390018","202001","11260-100215118","11470-93000","서**별**강** **동**1**6**","11305","17000","1","0352","0006","더*래*","","1층3호",3.1579,62
"1150010800106650010","202102","11470-15823","11740-80116","서**별**송** **동**3**7**","11545","10500","1","0035","0003","자*하*스","필하우스","402",0.8285,68
"1150010300103660035","202102","11380-100299494","11305-100206045","서**별**송** **동**7**1**지**","11380","11900","1","0482","0020","","","302",1.6747,70
"1130510100113630000","202102","11620-100225300","11170-41699","서**별**강** **동**5**1**지**","11500","10300","1","0849","1842","","B동","501",1.027,66
"1141011700102870016","202002","11620-100191049","11260-100234780","서**별**은** **동**2**8**지**","11380","10300","1","0158","0001","","B동","202",2.8333,46
"1165010100108700040","202003","11380-36949","11680-100214954","서**별**강** **동**3**4**","11590","10300","1","0937","0003","모*하*","","302호",1.4369,56
"1171010100102980018","202101","11680-20506","11500-86077","서**별**동** **동**6**7**","11470","11400","1","0092","0003","","B동","203",1.5406,64
"1121510300100200012","202009","11740-100212692","11560-100215506","서**별**서**구**촌**2**6**","11740","10100","1","0432","0000","에*맨*C*","","602",1.0045,45
"1147010300109830009","202001","11290-100222784","11590-91413","서**별**강** **동**7**1**지**","11590","10800","1","0465","0070","그*이*힐","","501",0.8589,227
"1126010600104490004","202002","11230-100251874","11560-100221376","서**별**관** **동**4**2**번**","11290","10200","1","0587","0100","","","405",1.2782,94
"1129012200101380000","202010","11740-100256886","11470-81922","서**별**중** **동**7**2**지**","11590","10300","1","0685","0002","","다동","401",1.8395,35
"1165010100109130017","202105","11560-35458","11680-131265","서**별**강** **동**8**2**","11545","10400","1","0247","0193","로*파*뷰","동양그린빌","403",0.8176,70
"1138010300101700034","202102","11620-100226867","11545-100247006","서**별**은** **동**6**5**","11440","11500","1","1118","0032","","","2층1호",3.0335,68
"1121510300105960008","202011","11380-11061","11215-100240137","서**별**중** **동**2**3**지**","11710","10100","1","0221","0014","","","303",0.9555,49
"1126010600104930045","202008","11305-28448","11200-64236","서**별**마** **동**3**3**지**","11440","10700","1","0564","0009","","","401호",1.0507,45
"1174010900103620038","202104","11380-11831","11380-100182494","서**별**양** **동**5**3**","11215","10600","1","0603","0003","현*빌*지","","301",1.1383,70
"1153011100102730012","202003","11440-100210613","11740-100174301","서**별**광** **동**2**5**지**","11230","10300","1","0010","0026","효*주*","3동","402",2.7691,75
"1168010800101560002","202001","11590-100216425","11380-117951","서**별**은** **동**1**지**","11410","10800","1","0066","0007","","","401호",1.3316,42
"1111018200101100018","202103","11350-100194007","11440-100200212","서**별**송** **동**6**번**","11650","10700","1","0382","0024","","","401호",0.8988,62
"1138010300102970008","202004","11320-16505","11380-127839","서**별**관** **동** **1**0**지**","11680","11200","1","0934","0015","","","501",1.4124,40
"1159010900106320079","202003","11500-3778","11140-100218116","서**별**영**구**림**9**-**번**","11590","10600","1","0915","0293","","","302",3.4242,48
"1174010900103170010","202104","11500-18888","11215-100241658","서**별**동** **동**8**5**지**","11500","10100","1","0928","0019","샹*리*","","503",1.2744,82
"1168010800102430011","202007","11110-26639","11620-106008","서**별**강** **동**2**-**번**","11500","10300","1","0134","0002","성*빌*지","","301",0.8297,51
"1165010100108090008","202008","11290-31170","11305-100206727","서**별**동** **동**5**6**지**","11380","10100","1","0045","0010","현*하*징","","203",0.7406,69
"1147010300100200018","202012","11170-18620","11290-100225514","서**별**용** **동**2**1**","11680","10800","1","0484","0037","리*힐","","201호",0.8491,33
"1138010900100060009","202102","11380-33869","11290-100213641","서**별**광** **동**7**2**","11290","13300","1","0127","0000","","라이프타운","501",1.6847,49
"1138010800100520053","202009","11680-3735","11680-204863","서**별**구** **동**0**2**지**","11260","10600","1","0137","0013","","","303",0.9818,57
"1150010300108140002","202008","11500-100255772","11500-86515","서**별**송** **동**1**6**","11440","12300","1","0058","0143","","","302",0.9146,33
"1162010100115850015","202012","11380-28555","11260-100231409","서**별**구** **동**0**1**지**","11230","10300","1","0332","0031","양*마*","","302호",0.8773,41
"1150010300101050198","202009","11200-14623","11410-46928","서**별**중**장**2**1**-**1**","11500","10300","1","0421","0039","정*주*","","402호",1.0816,72
"1138010900103410038","202001","11710-24796","11710-148900","서**별**강** **동**9**3**지**","11260","10300","1","0383","0070","","","503호",0.8325,91
"1168010300111840000","202004","11620-11814","11500-91376","서**별**강** ** **5**1**","11530","10100","1","0731","0005","만*하*애","A동","402호",0.9958,93
"1138010200101440041","202101","11500-24993","11140-100224021","서**별**은** **동**9**번**","11560","10700","1","0179","0624","","","201",1.0494,39
"1162010200107600015","202001","11470-100184150","11350-176081","서**별**관** **동**9**8**지**","11215","10100","1","0451","0173","백*빌*지","","403",0.7506,48
"1165010100108570030","202012","11620-100225114","11680-100263474","서**별**강** **동**5**6**","11545","10500","1","0691","0028","","","1층101호",1.0211,61
"1138010700103510004","202008","11320-100207406","11200-55783","서**별**강** **동**1**3**지**","11215","10300","1","0631","0013","","","203",1.2647,66
"1147010100109370005","202001","11500-24721","11620-100217281","서**별**강** **동**6**7**지**","11410","10800","1","0327","0017","H*L*N*H*L*","","",0.9455,50
"1150010300110420006","202003","11590-100225305","11650-119305","서**별**강** **동**6**2**번**","11305","10500","1","0616","0037","한*빌*지","","202",1.6247,61
"1147010100108820007","202011","11500-25941","11170-51153","서**별**중** **동**4**7**","11560","10100","1","0789","0019","","","104호",0.8698,48
"1150010300104250019","202001","11215-100222113","11500-100215092","서**별**양** **동**8**3**","11740","18300","1","0824","0030","","","304",1.022,46
"1141011900103240032","202010","11530-1952","11440-95623","서**별**관** **동**4**2**","11200","10200","1","0073","0021","경*쉐*빌","","301호",0.8667,34
"1156010500101170007","202011","11380-100278374","11380-100245626","서**별**강** ** **6**9**","11545","10300","1","0128","0051","더*터*브*5*3*","","301",0.4742,53
"1147010200107790025","202009","11350-100183514","11740-100206200","서**별**서** **동**4**-**번**","11320","11100","1","0434","0018","역*동*7*8*1* *동*택","","502",1.8505,51
"1154510200110640026","202004","11500-15762","11305-100186245","서**별**은** **동**2**4**지**","11500","11900","1","0168","0019","한*타*","","805",1.0838,32
"1111018600101360013","202007","11470-100218427","11620-96555","서**별**송** **동**8**1**지**","11590","10200","1","0273","0021","하*징*브","","602",0.8058,59
"1141011700107030005","202105","11305-30558","11260-100183327","서**별**송** **동**3**번**","11440","10800","1","0432","0036","","","",2.2011,147
"1171010800101400002","202010","11740-13783","11710-123293","서**별**동** **동**9**6**지**","11290","10700","1","0522","0004","다*이*빌","","101",0.9121,47
"1171010600100290014","202009","11740-21360","11170-48502","서**별**동** **1**4**-**지**","11320","10200","1","0181","0001","조*빌*지","","101",1.9587,62
"1132010800105650016","202002","11380-16548","11710-166365","서**별**마** **동**6**1**지**","11710","10100","1","0867","0005","1*1*","","501호",0.964,50
"1162010200116800007","202009","11440-8621","11530-76531","서**별**도** **동**3**3**","11290","10800","1","0300","0039","","","101호",1.1724,56
"1147010300104330006","202104","11470-14507","11710-166505","서**별**송** **동**7**0**","11590","10300","1","0172","0006","","","402호",1.1377,77
"1117013100105730010","202105","11320-100189923","11260-100192512","서**별**은** **동**0**3**지**","11710","10300","1","0054","0002","삼*프*임*동","","301",1.1151,46
"1117011900100050083","202002","11380-17412","11305-90027","서**별**광** **동**2**","11380","10100","1","0233","0008","행*빌*","","",0.9209,75
"1171011100101140010","202007","11470-5888","11740-100227171","서**별**마** **동**7**1**","11620","10800","1","0005","0004","선*연*","뉴아름빌","",1.2794,56
"1121510100100780015","202006","11350-100197771","11230-100228977","서**별**은** **동**1**6**지**","11530","11000","1","0127","0025","","","102호",1.4767,59
"1150010300100420053","202102","11620-34069","11620-100227169","서**별**구** ** **2**번**","11260","12900","1","0299","0027","","","2층202호",1.7037,71
"1130510300101720188","202010","11410-21722","11380-100309372","서**별**송** **동**2**2**지**","11545","10100","1","1016","0011","성*하*츠","","401",0.9055,53
"1174010700104560003","202004","11710-14221","11170-63743","서**별**서**구**희**4**-**지**","11710","10900","1","0819","0009","우*아*빌","","201",1.1134,44
"1154510200110750030","202012","11380-5536","11290-63133","서**별**용** **동**1**번**","11650","10200","1","0165","0006","세*트* *리*","B동","302호",0.8621,58
"1162010200104710027","202104","11320-12878","11305-100213099","서**별**강** **동**2**4**지**","11290","10300","1","0519","0007","세*빌*","","201",1.4062,56
"1171010400101800010","202102","11500-25762","11200-41227","서**별**도** **동**3**1**","11215","10300","1","0324","0010","라*카*티","","102",1.2165,58
"1138010700105920031","202007","11260-100229186","11680-123412","서**별**용** **동**-**번**","11470","10700","1","1549","0036","J*슬","","405",1.0016,40
"1123011000101120033","202002","11380-100233165","11380-110513","서**별**관** **동**0**4**지**","11440","10100","1","0018","0018","","","202호",1.368,55
"1159010200102100074","202102","11410-25674","11500-68836","서**별**강** ** **2**번**","11680","11100","1","0730","0001","","","102호",1.634,52
"1162010200105670028","202012","11740-11390","11620-85443","서**별**은** **동**5**2**","11290","10200","1","0117","0008","","","301",1.3307,52
"1168010500101450029","202003","11590-6064","11410-100228042","서**별**마** **동**5**2**지**","11710","12500","1","0139","0126","삼*하*징*동","","1층1호",1.1424,37
"1153010200101540013","202011","11500-6337","11215-34117","서**별**강** **동**0**5**지**","11110","17000","1","0460","0029","행*한*","106동","203호",1.7078,63
"1121510900100420001","202104","11740-8503","11590-100214542","서**별**금** **동**2**8**","11290","10200","1","0056","0237","","","2층202호",0.9781,72
"1121510300102510165","202102","11500-12862","11215-32171","서**별**광** **동**2**번**","11410","10700","1","0929","0006","현*빌*지","","403B",0.993,57
"1135010500110900021","202004","11470-10357","11290-69407","서**별**서**구**아** **3**4**","11380","11500","1","0052","0171","한*씨*빌","","402",1.2832,67
"1174010900100900002","202010","11740-12726","11380-101841","서**별**강** **동**1**1**지**","11380","10700","1","0919","0003","","금천타워","3층1호",0.8026,46
"1153011000100730008","202012","11320-13328","11500-78126","서**별**강** **동**9**8**","11500","10100","1","0868","0949","예*하*빌","유성하이빌","501",2.1544,50
"1171010800100880018","202009","11545-100225679","11320-29129","서**별**양** ** **7**번**","11170","10700","1","0234","0001","C*아*채","가","301",1.67,69
"1150010300100560095","202005","11710-19565","11740-77837","서**별**강** **동**2**1**","11305","13600","1","0807","0007","비*아*빌","드림빌","201",1.5136,57
"1171010700100500011","202104","11170-2596","11305-57951","서**별**송** **동**3**지**","11215","10200","1","0243","0074","","","401",2.5801,41
"1171010400101450010","202105","11290-100227259","11545-100204249","서**별**중** **동**3**2**지**","11290","10500","1","0558","0054","아*리*","","502호",2.0055,90
"1138010900100300026","202009","11710-100505321","11110-72710","서**별**관** **동**0**2**번**","11740","10100","1","0417","0002","마*플*이*","","401호",1.2384,49
"1130510300104910082","202104","11170-16119","11305-80779","서**별**성** **동** **9**4**지**","11380","10300","1","0508","0292","","","2층202호",1.9029,57
"1129010300105380108","202001","11620-100257792","11305-100214546","서**별**강** **동**2**2**","11560","10200","1","0258","0181","에*-*","","3층301",1.6275,59
"1154510300109520010","202103","11440-5034","11110-69342","서**별**송** **동**8**5**","11500","12300","1","0972","0024","해*채","주건축물제1동","",1.6255,39
"1121510300100230034","202001","11500-100230031","11710-100531607","서**별**성** **동**2**7**","11590","10500","1","0324","0285","북*좌*다*대*택*근*생","","101",0.8612,60
"1147010100109960002","202101","11350-100197499","11650-100265207","서**별**동** **동**5**4**지**","11260","11100","1","0313","0002","해*치*","골드클래스","101",1.6852,47
"1159010200102140181","202008","11590-19048","11320-104728","서**별**도** ** **8**5**","11680","10300","1","0145","0033","만*센*시*","","601",0.6753,49
"1132010500103150004","202003","11440-100245939","11710-148759","서**별**강** **동**6**2**지**","11170","10900","1","1143","0201","삼*파*빌","","501",0.8947,40
"1162010200114810028","202105","11380-29282","11710-100472690","서**별**관** **동**0**1**번**","11320","10400","1","0354","0004","","","302",0.9737,48
"1171010800101360021","202010","11710-100241686","11500-100208296","서**별**강** **동**8**2**지**","11650","10100","1","0464","0072","","에이동","403",1.2263,80
"1168010300112650000","202008","11410-22189","11440-100205728","서**별**송** **동**6**1**지**","11470","10600","1","0238","0007","주*빌*","2동","401호",1.6016,69
"1120010800102650044","202011","11560-29542","11530-111940","서**별**도** ** **1**1**","11215","12400","1","0268","0005","","","302",2.5308,66
"1144012300104250041","202011","11560-100235606","11650-31009","서**별**강** **동**8**번**","11545","10100","1","0180","0004","","","301",1.0775,62
"1171010400101630005","202001","11680-100212327","11215-37266","서**별**서** **동**6**-**번**","11680","10600","1","0317","0700","","","이층302호",2.0186,59
"1168010600108960040","202102","11470-9057","11530-70802","서**별**동** **동**1**1**번**","11260","10500","1","0138","0010","","","206호",2.7864,122
"1111010900101660251","202105","11650-18001","11410-100201376","서**별**강** **동**8**7**","11620","10300","1","0128","0010","하*채*","","201",2.1458,30
"1129011900101400000","202102","11380-37421","11320-45635","서**별**마** **동**8**2**지**","11320","11400","1","0918","0041","중*하*츠*라","","501호",0.8539,58
"1141011100103560001","202007","11650-100240094","11215-100202949","서**별**서** **동**8**3**","11470","10300","1","0944","0000","","","301호",1.8272,72
"1168010800102290021","202001","11680-23933","11440-100239518","서**별**구** **동**5**1**지**","11740","11100","1","0318","0015","한*그*빌","","101",2.0329,61
"1168010300112000004","202009","11470-100235048","11440-105129","서**별**강** **동**4**3**","11470","10300","1","0051","0127","스*힐*","","2층203호",2.1699,52
"1156010100105750007","202006","11290-100225128","11680-178911","서**별**은** **동**9**5**","11410","10700","1","0511","0009","리*팰*스","","501",1.043,106
"1138010900100310011","202105","11650-6726","11740-100209397","서**별**강** **동**9**8**","11380","10300","1","0472","0000","논*동*1*-*5*공*주* *주*순*","온세아트빌","사층401",3.5602,68
"1129013300105080054","202105","11470-15384","11680-158158","서**별**관** **동**5**-**지**","11530","10600","1","0656","0403","","","401",0.681,58
"1150010500100060004","202101","11680-100215869","11710-157705","서**별**영**구**림**9**-**번**","11320","10300","1","0050","0001","","","1층102호",2.5532,63
"1168010100106550014","202101","11350-9279","11230-99108","서**별**은** **동**9**번**","11680","10100","1","0161","0031","샤*빌","","401호",1.6438,31
"1162010100106470013","202101","11305-100214923","11215-100188675","서**별**은** **동**9**4**","11500","10100","1","0105","0012","","102동","",1.4242,92
"1130510300103940050","202007","11680-23988","11620-100265387","서**별**강** **동**9**2**지**","11680","10200","1","0410","0000","호*빌*","","401",1.0367,83
"1162010100101480055","202001","11500-27187","11215-100238524","서**별**강** **동**5**지**","11380","10100","1","0409","0008","우*빌*","","401",1.3326,34
"1130510200101480260","202012","11200-100210008","11410-100191985","서**별**용** **동** **-**번**","11500","10400","1","0728","0093","삼* *르*","이룸뉴캐슬","404호",0.8665,45
"1123010900102930095","202002","11305-29327","11215-100238651","서**별**서**구**가** **2**번**","11650","11100","1","0978","0013","은*주* *0*동","","3층302호",1.0536,45
"1120011000105240000","202006","11680-6112","11350-105515","서**별**강** **동**6**3**","11740","10500","1","0999","0033","","뉴시티빌","2층 201",1.3004,58
"1168010100107850024","202101","11680-14566","11380-108299","서**별**용** **동**0**3**지**","11290","13800","1","0041","0009","삼*시*빌","101동","202호",1.8425,77
"1171011100101310016","201912","11650-7460","11260-100225681","서**별**서**구**가** **7**8**","11500","10100","1","0202","0002","대*파*리*","","1층102호",1.1074,51
"1171010800100850009","202004","11590-26225","11200-87113","서**별**강** **동**8**2**지**","11740","16800","1","0039","0051","성*듀*팰*스*2*","","203",2.2391,66
"1138010400105160023","202103","11500-16898","11200-100215383","서**별**동** **동**0**4**지**","11320","10300","1","0140","0000","안*","","202",1.6214,35
"1120012200101550003","202012","11710-100459875","11530-100201896","서**별**강** **동**7**1**지**","11590","11900","1","0840","0003","혜*쉐*빌*차","101동","301",1.4881,57
"1171010500102450017","202001","11290-15349","11545-100225188","서**별**양** **동**1**-**번**","11650","10100","1","0076","0039","하*빌*지","2","503",1.0073,37
"1162010100101800047","202007","11305-28977","11380-110785","서**별**도** **동**1**1**","11740","16200","1","0195","0031","청* *우*멤*스*운*I*I","","306",0.9892,43
"1171010400100180012","202005","11680-7976","11290-100227791","서**별**강** **동**0**4**지**","11380","10500","1","0214","0058","","","101",1.0444,41
"1147010200106150008","202006","11740-17535","11290-66619","서**별**서**구**천**2**번**","11320","10300","1","0210","0078","","","201호",1.1013,65
"1147010200107600030","202002","11620-30957","11410-100188885","서**별**금** **동**4**9**","11470","10200","1","0394","0006","비*빌*","","304호",2.3613,62
"1154510300100030085","202012","11740-9295","11740-100250990","서**별**용** **동** **1**4**","11290","10200","1","0271","0051","H* *a*t*e","A동","402",0.9491,52
"1132010800106250035","202010","11710-22460","11560-123630","서**별**강** **동**6**5**지**","11320","10200","1","0710","0002","해*해*름*차","","502",1.0556,62
"1130510100102580554","202002","11470-12695","11620-89042","서**별**성** **동**3**2**지**","11740","11900","1","0076","0017","","나동","101",1.287,47
"1144012000104420039","202101","11650-10019","11215-100252583","서**별**강** **동**1**1**지**","11380","10300","1","0206","0005","","","101",0.9873,64
"1117010700100220042","202103","11260-13722","11305-85495","서**별**송** **동**9**번**","11500","11100","1","0127","0135","","","501",2.6522,53
"1171010500101720016","202101","11620-100219442","11545-59287","서**별**중** **동**1**8**","11320","18400","1","0282","0025","선*연*","","401",1.8493,78
"1138010800100660017","202010","11305-13023","11140-100214085","서**별**송** **동**3**번**","11590","10100","1","0366","0023","","","301",2.1422,47
"1126010300102930008","202105","11470-14507","11680-61119","서**별**은** **동**2**7**","11380","10300","1","0528","0008","","","504",1.5879,86
"1171010300103980008","202012","11710-21903","11170-63753","서**별**성** **곡**8**6**지**","11290","10600","1","0124","0008","아*다*집","","304",1.522,98
"1130510300102810003","202103","11470-100224148","11500-86849","서**별**중** ** **7**1**지**","11305","10300","1","0467","0020","성*팰*스*꿈*숲*","","401",2.7501,59
"1111010900101660037","202102","11710-15374","11380-69734","서**별**동** **동**9**5**지**","11320","10300","1","0227","0050","","동화아트빌(A동)","3층305호",0.4837,57
"1174010900103100017","202003","11260-100195287","11650-130940","서**별**서** **동**-**5**","11320","10200","1","0132","0318","","가달하우스","402호",2.0059,64
"1171011300102920005","202103","11440-100206148","11380-100254980","서**별**강** **동**4**8**","11620","11200","1","1556","0011","","영풍타운","301",1.1171,49
"1129013800102190257","202012","11305-30648","11500-100281280","서**별**중** **동**2**3**지**","11620","10600","1","0199","0125","","","402호",2.0178,53
"1171011200101160013","202101","11560-35171","11140-69399","서**별**구** ** **3**1**","11530","10300","1","0462","0001","","에이동","201호",1.6573,69
"1150010600107000015","202003","11590-30835","11440-100219159","서**별**중** **동**0**6**지**","11620","10100","1","0103","0013","","풍산빌라","301",0.8668,46
"1150010300100610034","202104","11260-100197014","11545-100232153","서**별**송** **동**6**번**","11560","10300","1","0994","0000","동*하*츠","","401",1.0336,57
"1138010400104010009","202006","11410-26244","11215-41449","서**별**성** **동**3**2**번**","11530","10700","1","0018","0019","세*타*","","202",1.3538,60
"1126010100101550033","202004","11500-3726","11110-46674","서**별**강** **동**6**6**지**","11500","10300","1","1207","0008","세*파*빌","","202",1.1651,34
"1121510500102210008","202009","11380-30006","11320-102233","서**별**강** **동**7**1**지**","11380","10900","1","0842","0010","","비동","101",0.8373,58
"1144012200104400016","202103","11500-26147","11110-55561","서**별**중**중** **8**5**","11710","10600","1","0003","0057","","","601",1.886,35
"1121510300102080011","202010","11260-100194999","11590-100238551","서**별**도** ** **8**5**","11500","11300","1","1581","0005","광*샤*빌","","이층201호",0.9311,62
"1138010800102350000","202010","11380-100265351","11740-100201308","서**별**광** **동**5**2**지**","11710","10500","1","0037","0001","","1동","103호",2.4784,53
"1138010800100720006","202104","11260-100195645","11500-100197114","서**별**도** **동**8**2**","11620","10100","1","0385","0000","","","101",1.158,66
"1117010200100310004","202012","11500-100238530","11440-100203496","서**별**구** **동**7**2**지**","11680","10800","1","0179","0004","","","",1.3377,44
"1121510100101490017","202002","11215-20540","11650-23066","서**별**강** **동**9**4**지**","11500","10500","1","0158","0066","동*캐*","","201",1.0008,30
"1165010800114870131","202006","11470-17534","11710-100473027","서**별**동** **동**7**3**번**","11470","10500","1","0532","0040","","","201호",1.4697,56
"1171011200101340009","202002","11590-100204636","11215-100233794","서**별**은** **동**1**4**","11380","10700","1","0443","0030","골*빌","","403호",1.2836,121
"1126010300101310027","202005","11710-100231977","11440-100183415","서**별**강** **동**5**2**번**","11440","11100","1","0409","0008","","가동","302호",1.0798,60
"1150010800100510002","202006","11710-100448206","11290-100228444","서**별**양** ** **5**1**","11560","10600","1","0241","0015","태*하*빌","","303",1.4723,74
"1165010800115460005","202003","11410-100195198","11110-35332","서**별**동**구**문**2**-**번**","11620","13600","1","0967","0019","","","",1.423,42
"1165010800115110008","202011","11590-5561","11470-59776","서**별**서**구**희**1**-**번**","11710","10600","1","0616","0006","진*아*란*","","202",1.868,48
"1123010900102810024","202105","11500-100235206","11215-80991","서**별**서**구**가** **8**지**","11500","11400","1","0669","0013","","","201호",1.3111,46
"1159010700104190108","202007","11710-18531","11380-100245753","서**별**송** **동**2**1**지**","11710","11000","1","0543","0012","비*빌*","","102호",1.1442,26
"1162010200105020006","202002","11680-16052","11305-83144","서**별**서** **동**0**2**지**","11500","10300","1","0932","0002","","이레쉐르빌","4층402호",1.3135,37
"1129011100102140003","202002","11545-13653","11215-100238382","서**별**송** **동**0**5**","11260","10800","1","0564","0037","","A","402",0.8779,63
"1159010800103910292","202009","11590-20599","11170-100193937","서**별**강** **동**9**2**2**","11680","10400","1","0264","0027","","김경호건물","601",1.6,45
"1138010800100330010","202005","11740-731","11380-100281858","서**별**중**신** **3**2**지**","11290","10500","1","0111","0003","승*베*트*","","201",2.8169,95
"1162010200116670033","202001","11500-100204628","11440-37882","서**별**강** **동**5**1**지**","11650","10400","1","0004","0007","동*하*스","","201호",1.75,45
"1156012900101210004","202002","11470-4907","11740-100230654","서**별**서** **동**4**-**번**","11440","13500","1","0458","0011","","","",0.9886,34
"1165010800116370003","202008","11680-7441","11350-100196018","서**별**송** **동**8**6**","11215","10300","1","0292","0104","","","602",1.5843,81
"1132010500101390090","202103","11500-28088","11380-71644","서**별**서**구**제**3**-**번**","11260","12000","1","0951","0003","","","101",1.0141,79
"1144012700100340033","202010","11680-5556","11530-100197928","서**별**송** **동**6**9**","11530","10700","1","0077","0022","","","1층 101호",2.1083,51
"1156013300109930004","202009","11440-27049","11215-100250301","서**별**구** **동**9**7**","11650","10500","1","0007","0001","","","",1.9461,68
"1156013200100980015","202009","11110-1961","11560-100198849","서**별**구** **동**5**2**지**","11620","10700","1","0610","0026","","","203호",1.3666,50
"1171010700101130013","202103","11170-100215999","11500-164786","서**별**강** **동**5**4**","11290","10100","1","0094","0022","","","2층202호",1.7065,58
"1159010700110490017","202101","11590-28658","11230-100228821","서**별**양** **동**2**4**지**","11545","10300","1","0227","0017","두*아*브","진흥푸르지오","803",0.8507,52
"1141011800102650161","202006","11620-7465","11500-72345","서**별**송** **동**5**2**","11620","13600","1","0411","0004","대*파*빌","","603",1.319,54
"1117012100100380017","202011","11410-100196171","11530-100204756","서**별**금** **동**5**7**","11710","10500","1","0148","0546","진*르*상*","","201",1.3439,93
"1171010100103050010","202012","11545-11925","11470-100207769","서**별**도** **동**5**7**","11305","10800","1","0656","0000","","해피하우스","102호",1.9578,57
"1165010200103780004","202004","11380-17484","11305-100208349","서**별**동** **동**1**1**지**","11590","11900","1","0890","0013","","A동","202",1.0184,60
"1153010800100090021","202101","11500-100266034","11710-100240980","서**별**광** **동**9**6**","11290","10600","1","0602","0021","삼*그*빌","","",1.1848,47
"1126010400101280077","202008","11545-100197485","11620-107178","서**별**은** **동**8**2**지**","11305","11400","1","0959","0501","논*동*2*-* *동*택","A동","204",0.9292,43
"1150010300108320021","202103","11440-100212752","11740-100233028","서**별**강** **동**0**-**지**","11740","10100","1","1050","0113","레*트*1*1","","502",2.2247,52
"1147010200105240002","202009","11260-17162","11740-100227791","서**별**구** **동**5**3**지**","11740","10300","1","0091","0032","","","303호",1.3729,67
"1138010300103460025","202105","11680-100222484","11290-100250148","서**별**중**신** **4**4**","11620","10900","1","0952","0006","세*더*래*","","601",0.9802,50
"1150010200105740003","202010","11530-3614","11710-123352","서**별**강** **동**6**8**","11440","12900","1","0721","0024","","","",1.5183,50
"1144012000102470120","202006","11110-27162","11410-100212111","서**별**서**구**은**4**-**번**","11140","10300","1","0663","0011","","주건축물제1동","401호",0.8972,46
"1150010300101580032","202008","11710-100241699","11380-100267979","서**별**송** **동**3**1**지**","11590","10100","1","0176","0012","","비동","401호",1.2019,58
"1147010300102000026","202009","11620-8403","11500-68873","서**별**구** **동**0**1**","11470","10600","1","0403","0008","","","202호",1.1622,48
"1114016200104321638","202105","11470-12627","11620-100214942","서**별**성** **동**1**2**지**","11170","10900","1","0470","0055","강*르*상*","","203",1.0249,99
"1150010300100240034","202009","11530-3396","11230-74508","서**별**은** **동**0**7**","11620","11300","1","0490","0000","","","401호",1.1019,49
"1153010900101460001","202010","11740-100228329","11215-33243","서**별**은** **동**-**번**","11260","10400","1","0457","0168","","102동","203",0.7933,39
"1121510300100520010","202004","11380-11253","11200-64272","서**별**은** **동**1**6**","11290","10300","1","0628","0210","","B동","401",1.3692,52
"1174010900103090016","202008","11740-100220622","11215-34575","서**별**서** **동**5**8**","11500","10100","1","0001","0212","신*연*","동산빌라트","405",2.0707,77
"1165010200103670000","202011","11215-8391","11650-46515","서**별**강** **산**6**-**번**","11710","10500","1","1432","0032","웰*하*빌","","203호",1.1858,43
"1153010800101080082","202101","11380-33307","11590-100213215","서**별**서** **동**4**-**2**","11305","10700","1","0134","0115","","","4층401",1.6241,51
